"BARBON MANOR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3726,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.05,8.49,4.02,4.45,5.02,3.40,6.50,4.84,10.88,2.01,4.75,
February,5.30,0.63,4.08,4.58,1.27,5.53,6.87,2.93,6.08,0.93,0.33,
March,5.62,4.56,4.00,1.76,2.56,1.33,2.28,5.25,3.65,1.50,3.33,
April,6.07,1.42,2.46,3.64,2.69,3.81,2.04,2.66,1.96,1.82,2.53,
May,6.95,3.60,3.51,4.61,7.70,4.62,3.52,1.63,0.70,2.71,1.24,
June,3.30,0.29,3.82,1.00,3.72,0.37,4.75,5.63,10.55,2.41,3.22,
July,9.51,1.96,7.17,5.32,4.92,2.34,4.22,5.89,5.36,5.59,6.48,
August,3.84,8.33,5.34,8.65,4.48,4.79,4.39,8.78,9.35,7.67,6.68,
September,3.55,3.02,3.74,6.93,6.26,4.81,5.71,6.81,3.06,2.21,2.38,
October,1.23,3.35,1.23,7.27,5.71,5.67,4.12,4.77,5.57,7.47,8.34,
November,3.36,2.67,3.31,8.10,3.97,2.43,7.14,7.20,7.43,8.15,5.67,
December,5.17,7.68,6.01,4.43,8.71,3.95,1.26,1.19,4.32,7.74,4.46,
Total,59.95,46.00,48.69,60.74,57.01,43.05,52.80,57.58,68.91,50.21,49.41,
Calc annual,59.95,46.00,48.69,60.74,57.01,43.05,52.80,57.58,68.91,50.21,49.41,
Difference,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,
