"ROTHESAY CRICHTON ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1512,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,,,,,3.88,4.07,,
February,,,,,,,,,2.03,3.10,,
March,,,,,,,,,4.08,1.90,,
April,,,,,,,,,3.38,2.90,,
May,,,,,,,,,5.12,3.85,,
June,,,,,,,,,3.71,1.42,,
July,,,,,,,,,5.77,2.38,,
August,,,,,,,,,4.41,7.02,,
September,,,,,,,,,2.94,2.25,,
October,,,,,,,,,2.80,4.38,,
November,,,,,,,,,6.20,3.63,,
December,,,,,,,,,4.98,5.65,,
Total,,,,,,,,,49.30,42.55,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.30,42.55,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,,
