"ROTHESAY CRICHTON ROAD",,,,,,,,,,,,
Grid ref,NS102653,Long,-5.033001,Lat,55.843462,,,,,,,
Station no,RR1512,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,7.37,4.01,4.75,5.47,6.06,4.62,5.23,3.93,5.32,5.34,,
February,3.37,2.25,2.00,7.24,5.30,4.67,5.54,3.79,4.59,2.54,,
March,0.41,2.43,3.69,7.64,2.96,5.42,4.33,6.18,6.13,2.28,,
April,3.39,4.78,1.84,1.97,5.43,3.45,2.22,3.51,2.02,6.26,,
May,4.74,2.01,2.75,3.17,3.61,2.27,6.20,5.26,2.61,2.97,,
June,3.30,4.38,1.69,2.46,2.43,1.49,1.92,4.83,3.67,3.12,,
July,4.90,1.43,4.75,5.45,3.43,3.50,3.24,3.46,4.13,5.22,,
August,5.80,6.37,4.17,10.02,5.61,5.79,5.38,6.21,4.19,3.30,,
September,4.88,4.53,5.39,4.11,5.80,4.00,3.94,2.57,8.32,2.44,,
October,7.13,6.15,2.95,11.04,3.39,4.49,8.60,6.18,2.15,6.96,,
November,6.55,4.74,4.99,4.66,4.56,5.63,5.66,5.26,5.38,3.09,,
December,9.32,4.51,5.64,5.56,4.82,3.85,5.65,7.40,7.25,6.00,,
Total,61.16,47.59,44.61,68.79,53.40,49.18,57.91,58.58,55.76,49.52,,
Calc annual,61.16,47.59,44.61,68.79,53.40,49.18,57.91,58.58,55.76,49.52,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
