ROTHESAY CRICHTON ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS102653,Long,-5.033001,Lat,55.843462,Elevation,75,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,3.88,4.07,7.4,3.34,4.31,2.68,8.13,1.64,3.85,1.49,3.39,6.98,7.37,4.01,4.75,5.47,6.06,4.62,5.23,3.93,5.32,5.34,6.21,4.03,5.95,7.02,5.03,5.47,7.08,,,
February,,,,,,,,,2.03,3.1,0.93,0.78,2.6,4.74,9.74,0.59,3.57,4.06,5.18,3.02,3.37,2.25,2,7.24,5.3,4.67,5.54,3.79,4.59,2.54,6.95,7.94,4.63,3.51,7.6,7.56,6.66,,,
March,,,,,,,,,4.08,1.9,3.85,3.96,0.96,2.22,3.4,3.84,7.22,5.05,1.84,4.01,0.41,2.43,3.69,7.64,2.96,5.42,4.33,6.18,6.13,2.28,2.34,2.04,6.44,5.82,6.26,3.33,1.41,,,
April,,,,,,,,,3.38,2.9,1.99,1.78,1.97,3,1.97,3.21,3.06,3.06,3.95,5.11,3.39,4.78,1.84,1.97,5.43,3.45,2.22,3.51,2.02,6.26,4.09,4.19,2.45,4.57,3.44,4.34,4.84,,,
May,,,,,,,,,5.12,3.85,3.81,1.9,6.46,3.05,3.12,0.47,0.8,3.03,2.28,3.23,4.74,2.01,2.75,3.17,3.61,2.27,6.2,5.26,2.61,2.97,2.97,3.73,2.95,4.16,1.99,1.3,4.86,,,
June,,,,,,,,,3.71,1.42,6,2.7,4.12,1.46,3.36,2.37,3.57,6.07,3.63,2.44,3.3,4.38,1.69,2.46,2.43,1.49,1.92,4.83,3.67,3.12,3.02,2.84,7.15,3.49,1.44,3.53,2.06,,,
July,,,,,,,,,5.77,2.38,4.23,1.64,3.85,6.06,4.18,4.77,4.97,3.99,2.36,5.55,4.9,1.43,4.75,5.45,3.43,3.5,3.24,3.46,4.13,5.22,5.14,4.36,3.35,1.7,2.68,5,2.48,,,
August,,,,,,,,,4.41,7.02,3.54,6.86,9.07,4.53,4.91,7,3.67,6.6,5.71,2.42,5.8,6.37,4.17,10.02,5.61,5.79,5.38,6.21,4.19,3.3,9.02,4.62,3.8,2.3,6.2,3.11,6.29,,,
September,,,,,,,,,2.94,2.25,7.27,5,7.18,3.78,0.18,1.53,4.83,5,5.61,6.33,4.88,4.53,5.39,4.11,5.8,4,3.94,2.57,8.32,2.44,2.24,2.98,3.78,2.74,3.7,1.73,2.17,,,
October,,,,,,,,,2.8,4.38,4.53,6.75,4.01,6.83,3.51,4.59,2.83,2.52,4.02,3.81,7.13,6.15,2.95,11.04,3.39,4.49,8.6,6.18,2.15,6.96,2.79,4.42,5.55,3.46,3.2,3.96,7.85,,,
November,,,,,,,,,6.2,3.63,9.75,4.96,7.03,3.93,5.9,6.81,2.85,3.76,5.07,5.46,6.55,4.74,4.99,4.66,4.56,5.63,5.66,5.26,5.38,3.09,4.1,7.29,6.21,7.65,6.12,2.92,6.1,,,
December,,,,,,,,,4.98,5.65,1.35,7.56,4.26,5.92,5.24,5.35,6.53,5.83,6.29,6.78,9.32,4.51,5.64,5.56,4.82,3.85,5.65,7.4,7.25,6,5.62,9.55,9.6,5.7,8,6.39,5.92,,,
Total,,,,,,,,,49.3,42.55,54.65,47.23,55.82,48.2,53.64,42.17,47.75,50.46,49.33,55.14,61.16,47.59,44.61,68.79,53.4,49.18,57.91,58.58,55.76,49.52,54.49,57.99,61.86,52.12,55.66,48.64,57.72,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyd Stn No 76-667440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR NS 086 643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The NGR has been changed as ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this one is nowhere Crichton Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
