"NEWBURY DONNINGTON SQ",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2464,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.48,1.24,1.64,2.88,2.99,2.82,3.76,2.93,0.89,0.90,,
February,4.06,3.65,2.29,5.04,1.57,3.71,0.89,0.84,1.38,2.39,,
March,1.70,2.12,1.10,0.87,2.07,1.95,1.74,1.98,3.71,2.26,,
April,1.83,0.64,4.90,1.10,1.93,2.54,1.99,1.25,2.30,3.02,,
May,0.49,1.32,1.89,1.81,0.47,2.07,4.15,1.51,1.90,3.07,,
June,2.99,2.17,2.59,2.83,2.45,1.59,1.29,1.54,2.13,1.83,,
July,4.14,2.20,2.58,2.59,2.06,0.23,2.85,1.32,5.28,2.78,,
August,0.76,6.93,2.38,0.88,1.28,1.69,1.25,2.21,1.47,2.44,,
September,4.23,1.37,2.89,4.82,1.44,3.84,1.84,2.01,1.63,1.36,,
October,5.70,1.85,7.07,2.41,1.06,4.49,4.01,1.86,1.37,3.65,,
November,2.95,4.00,3.79,2.89,1.56,3.90,3.25,3.36,5.03,1.21,,
December,3.43,3.08,2.92,0.66,2.82,1.26,4.27,1.87,1.96,1.68,,
Total,32.76,30.57,36.04,28.78,21.70,30.09,31.29,22.68,29.05,26.59,,
Calc annual,32.76,30.57,36.04,28.78,21.70,30.09,31.29,22.68,29.05,26.59,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,,
