BURNHAM OVERY NORFOLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF816421,Long,0.7017,Lat,52.9463,Elevation,103,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879
January,,3.07,2.21,2.13,2.47,2.12,2.57,1.34,1.69,1.54,1.93,2.22,3.71,2.34,1.87,1.54,2.61,3.6,0.95,1.01,3.36,0.99,1.63,2.47,0.69,1.97,2.61,3.93,2.23,2.04,0.86,0.66,2.54,1.73,1.19,1.61,1.64,3.08,1.59,0.76
February,,1.62,1.18,3.31,2.99,1.93,1,1.53,3.28,1.41,0.96,0.71,2.59,2.9,1.58,2.54,1.2,0.69,0.46,1.51,1.94,2.39,0.64,0.49,1.32,2.69,3.18,1.49,1.81,1.9,0.98,2,1.05,1.99,1.19,1.66,2.61,3.14,1.05,2.23
March,,1.81,2.91,1.36,1.71,2.84,1.39,1.27,4.17,0.61,1.46,3,0.6,1.93,0.56,1.45,0.45,1.46,1.51,1.93,2.86,2.73,3.52,1.19,2.41,3.19,1.18,1.52,2,2.2,1.57,1.02,1.78,1.63,1.05,0.52,2.44,1.77,0.81,0.8
April,0.33,1.48,1.84,1.94,0.46,1.81,3.14,2.15,3.33,2.55,1.53,2.75,0.55,2.13,1.07,0.29,1.82,1.89,1.81,3.88,0.99,1.35,1.7,1.89,0.65,0.39,1.39,2.2,2.27,1.19,0.79,3,2.51,1.18,1.43,0.82,4.71,2.78,0.79,2.19
May,3.31,2.82,1.57,4.98,0.42,4.59,1.2,4.06,0.34,3.93,2.28,1.34,1.66,0.92,3.94,1.83,2.28,0.93,2.56,1.89,4.14,1.97,3.05,0.99,0.89,1.51,1.46,3.54,0.22,3.55,0.67,1.1,1.86,2.56,0.78,1.11,0.69,1.4,4.27,2.05
June,2.08,2.24,2.18,2.67,1.39,3.21,1.28,3.52,4.73,2.31,0.6,2.6,3.11,1.81,1.1,1.96,1.12,1.64,0.81,2.44,4.4,1.54,2.18,3.21,2.13,1.62,2.53,1,0.4,1.09,2.07,2.26,2.31,1.49,1.53,2.43,2.64,1.15,3.1,3.86
July,4.11,5.54,3.87,2.85,2.96,2.86,3.79,0.57,2.82,2.3,4.77,5.83,1.61,2.68,2.47,4.47,2.42,2.21,4.07,1.24,1.63,2.78,2.08,0.7,0.94,4.49,2.79,3.66,0.4,0.9,1.38,2.7,4.27,1.62,0.58,8,3.55,2.68,1.13,4.87
August,2.89,4.03,1.69,3.96,2.47,5.34,2.65,1.82,5.63,1.39,1.26,2.38,3.76,3.01,3.08,1.63,2.81,2.96,2.66,3.13,3.51,0.6,2.74,2.42,1.62,3.93,3.93,1.19,3.92,1.9,2.15,0.43,6.39,1.31,1.96,1.98,2.98,3.31,4.22,3.46
September,3.41,3.7,4.29,1.24,2.13,1.67,0.98,2.32,3.92,2.43,1.95,2.07,4.91,2,0.86,0.55,5.19,3.69,1.94,4,3.54,2.24,2.96,2.69,1.22,0.34,3.27,2.24,2.42,3.17,1.37,3.82,2.69,2.55,2.13,1.71,4.88,2.5,2.47,3.47
October,2.15,4.71,2.07,5.61,5.01,1.62,3.75,2.53,4.89,3.9,2.66,3.13,3.64,2.67,3.23,4.33,1.85,4.26,2.91,2.49,2.77,0.54,2.64,2.95,1.73,6.09,1.01,2.09,2.8,2.35,3.83,1.7,2.82,2,2.55,2.34,0.91,1.82,2.83,1.68
November,3.19,3.83,3.84,2.21,2.79,1.91,2.59,2.44,1.7,1.51,2.17,3.59,5.35,1.87,2.51,2.57,3.23,2.01,2.27,2.23,3.16,6.14,1.64,2.85,2.99,2.09,3.48,0.76,1.67,1.73,1.79,1.74,3.8,1.29,2.63,5.24,2.76,3.35,6.68,2.07
December,0.78,2.73,0.79,0.2,0.57,3.79,3.49,3.25,1.21,3.23,2.1,0.54,1.84,1.4,2.7,2.53,2.09,0.31,1.45,3.24,2.35,1.51,1.93,1.11,1.09,0.82,2.29,2.33,4.63,3.88,3.96,1.27,3.27,0.53,2.66,1.88,3.96,1.91,2.62,0.73
Total,,37.58,28.44,32.46,25.37,33.69,27.83,26.8,37.71,27.11,23.67,30.16,33.33,25.66,24.97,25.69,27.07,25.65,23.4,28.99,34.65,24.78,26.71,22.96,17.68,29.13,29.12,25.95,24.77,25.9,21.42,21.7,35.29,19.88,19.68,29.3,33.77,28.89,31.56,28.17
