SHIPLEY MOOR HEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE132370,Long,-1.800934,Lat,53.829099,Elevation,500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,3.81,,0.13,0.58,3.45,4.22,4.9,1.14,,1.66,0.86,1.64,4.35,1.9,1.85,0.86,3.53,3.64,0.69,1.73,1.7,5.05,4.37,1.8,,,,,,,,
February,,,,,,,,,1.38,,2.43,3.14,2.12,1.95,2.86,2.3,,0.73,0.72,1.08,0.82,0.08,2.68,3.49,5.08,0.19,0.67,2.46,2.03,1.93,3.53,0.93,,,,,,,,
March,,,,,,,,,0.97,,2.59,2.73,2.18,0.28,1.88,1.56,,1.56,2.85,1.75,2,1.36,1.14,0.71,3.11,1.66,4.22,4.4,1.3,1.58,0.67,2.28,,,,,,,,
April,,,,,,,,,1.66,,1.37,1.24,0.07,-999,1.51,1.34,,0.8,2.17,2.09,0.91,1.54,1.29,0.69,2.67,2.17,1.49,1.85,2.52,2.13,1.31,2.45,,,,,,,,
May,,,,,,,,,4.51,,1.72,1.15,3.9,-999,1.2,2.19,,1.59,0.94,2.67,3.1,2.87,2.71,1.6,1.41,0.53,0.5,1.25,1.69,2.89,0.7,1.16,,,,,,,,
June,,,,,,,,,3.3,,1.91,1.56,-999,3.05,0.73,2.97,,0.15,2.36,0.29,3.79,1.19,3.25,2.13,2.76,3.08,3.83,3.38,2.11,1.37,2.59,0.64,,,,,,,,
July,,,,,,,,,1.15,,4.23,4.51,-999,3.13,4.46,0.74,,1.57,4.84,2.05,2.26,2.22,2.13,4.46,3.44,6.06,1.75,0.69,0.68,1.98,4.07,1.46,,,,,,,,
August,,,,,,,,,5.84,,1.03,3.83,1.65,2.28,1.02,0.1,,1.37,2.76,3.22,4.92,4.59,2.78,2.32,3.16,3.71,1.03,1.82,2.9,1.3,5.37,1.51,,,,,,,,
September,,,,,,,,,2.48,,3.34,2.74,2,5.57,1.56,4.3,,2.1,0.56,1.13,1.74,1.68,1.83,1.79,0.66,1.44,4.99,3.01,0.58,4.37,0.63,1.18,,,,,,,,
October,,,,,,,,,3.55,,3.78,3.35,-999,3.8,1.54,-999,,1.77,0.83,2.03,1.13,2.48,5.37,2.42,5.45,2.9,4.14,1.6,3.68,1.86,4.32,1.62,,,,,,,,
November,,,,,,,,,2.19,,3,4.18,-999,3.59,0.62,-999,,2.17,6.04,1.84,3.77,3.28,2.16,1.59,1.68,3.47,1.64,1.92,2.24,1.49,3.29,4.01,,,,,,,,
December,,,,,,,,,1.58,,3.32,3.25,3.57,1.98,2.17,-999,,2.1,1.32,1.65,0.84,5.72,1.03,4.13,1.65,3.07,3.69,4.7,3.15,2.66,3.56,4.04,,,,,,,,
Total,,,,,,,,,32.42,,28.85,32.26,35.02,33.9,24.45,23.79,,17.57,26.25,21.44,29.63,28.91,28.22,26.19,34.6,31.92,28.64,28.81,24.58,28.61,34.41,23.08,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882 June/July  plus Oct/Nov bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883 Apr/May bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885 Oct/Nov/Dec bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
