HERRINGFLEET-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM463986,Long,1.629824,Lat,52.529539,Elevation,55,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,0.84,0.71,3.03,1.94,2.18,3.03,2.34,3.34,1.72,2.11,3.08,3.38,2.24,1.75,4.69,1.63,2.03,1.15,2.37,1.75,3.08,1.54,1.5,1.96,0.86,0.77,1.63,3.16,2.99,4.11,2.18,5.22,1.91,2.47,2.99,3.99,2.19,2.58,1.63,1.47,4.29,1.25,1.32,2.35,2.75,1.23,2.23,1.87,3.91,1.53,2.25,3.01,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,2.19,1.05,2.07,1.77,1.53,0.67,1.43,2.94,4.17,1.38,0.98,2.19,0.63,0.29,2.36,3.82,1.88,2.04,2.09,2.17,1.24,0.62,1.04,2.85,0.7,1.97,0.41,2.12,2.99,3.04,0.9,1.17,1.21,2.31,1.1,0.69,1.75,1.86,3.09,2.37,0.86,1.16,3.08,3.84,1.26,1.79,2.25,2.08,2.5,2.19,3.45,0.2,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,1.14,2.38,2.71,0.88,2.18,2.65,2.39,3.42,1.9,3.46,2.87,0.84,2.11,1.04,1.02,1.93,1.49,0.59,1.72,0.42,1.9,1.42,0.08,1.19,0.4,1.57,1.48,1.31,0.87,0.55,2.39,0.54,2.24,3.03,2.83,2.33,0.46,0.78,1.87,1.6,5.52,0.65,1.43,0.43,3.27,2.78,0.48,2.37,1.87,0.86,2.02,1.97,0.75,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,2.77,2.5,1.6,1.88,1.02,0.35,2.21,0.77,1,1.7,3.36,3.38,2.09,3.04,1.13,2.65,0.71,2.5,2.24,2.49,1.68,1.61,1.09,1.44,2.73,2.53,0.83,2.67,2.4,1.52,2.13,0.85,2.89,1.64,0.86,0.62,1,1.51,2.28,0.7,1.56,1.59,1.57,1.85,4,1.13,2.61,0.37,0.46,0.85,0.6,1.62,2.37,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.94,1.37,1.19,3.11,1.02,0.71,1.6,2.02,2.19,1.77,0.49,0.78,0.94,1.3,0.94,0.54,1.95,4.74,2.29,1.5,0.69,1.58,0.94,2.58,3.17,3.23,1.73,1.48,1.82,0.93,3.48,2.33,0.83,0.2,2.34,1.36,1.25,0.93,1.94,1.62,0.6,2.59,2.03,2.07,1.9,1.48,1.2,1.83,1.99,0.8,1.89,3.03,0.4,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,2.05,0.83,2.59,2.54,2.37,2.8,0.82,2.01,1.67,3.16,3.95,1.12,1.54,2.03,0.42,1.93,0.8,1.7,0.8,2.56,4.56,1.8,0.54,0.72,1.82,0.33,2.49,1.29,2.14,2.37,1.11,1.29,1.54,0.75,0.56,1.15,2.21,1.24,2.02,3.51,1.3,2.93,0.41,2.27,1.53,1.34,1.56,2.57,2.3,2.07,2.83,4.01,0.42,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.29,2.49,2.94,3.21,0.57,3.04,2.91,2.36,5.54,1,3.48,4.07,2.48,3,0.84,4.01,1.88,3.44,1.96,2.05,1.83,1.93,3.08,3.06,4.19,2.75,2.32,3.35,1.36,3.57,1.74,1.57,2.15,6.18,1.29,3.9,0.85,1.59,1.61,4.66,1.49,1.8,0.95,2.43,3.11,1.63,2.56,2.32,0.29,2.39,3.16,2.78,0.77,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,1.17,2.55,1.5,1.86,0.45,7.69,1.49,0.56,3.47,3.04,4.32,1.89,2.16,2.09,1.35,1.43,2.23,2.4,3.27,1.51,3.1,2.03,1.17,2.3,3.08,2.26,0.77,2.26,1.72,1.12,0.57,0.56,3.43,0.97,4.53,1.42,2.9,1.18,3.43,4.65,0.15,2.75,0.81,2.09,2.95,4.49,2.38,4.66,1.38,3.4,2.27,3.33,2.32,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,0.52,2.02,2.51,2.17,2.15,2.97,1.18,1.13,1.74,1.66,1.96,4.06,0.74,1.91,1.49,2.94,1.42,2.77,3.18,0.77,5.79,1.66,0.25,5.2,2.45,1.73,3.59,1.36,3.18,2.38,2.97,2.25,1.59,1.34,0.36,1.69,2.81,3.68,2.16,3.96,0.68,1.58,2.77,3.17,2.07,3.31,2.4,1.68,1.32,1.58,3.16,1.88,0.29,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,3.78,2.38,4.33,1.49,2.21,1.9,3.69,2.17,2.67,2.9,3.11,2.81,3.35,0.41,1.05,1.44,3.09,4.3,1.85,2.83,2.35,2.24,2.46,0.75,1.26,3.72,2.9,1.74,2.57,3.01,2.11,2.86,6.94,2.64,3.01,4.34,1.42,3.81,2.12,1.78,0.36,1.61,2.88,1.24,0.73,2.37,2.31,2.59,4.53,3.61,1.47,2.28,2.67,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,2.79,1.69,1.27,4.34,3.36,2.9,1.86,3.54,3.28,3.03,1.63,1.37,2.05,0.83,2.41,1.83,2.78,1.65,5.34,2.96,4.71,3.27,2.97,3.27,1.85,1.34,3.23,1.84,3.58,3.03,1.93,2.4,4.45,6.27,3.16,3.82,3.27,4.53,1.58,4.57,1.41,1.24,2.66,4.4,3.78,4.25,1.34,4.52,0.91,1.33,2.33,1.01,2.88,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,2.82,1.65,5.05,4.02,3.91,2.3,1.08,5.78,4.07,3.43,1.44,3.53,3.9,3.14,2.02,1.9,3.18,2.58,2.44,0.84,2.76,3,3.33,1.89,1.55,0.57,0.65,3.69,2.01,1.65,3.37,3.68,2.25,2.24,1.59,2.51,1.46,1.95,3.17,3.27,2.37,1.62,1.92,3.32,1.72,3.42,1.07,2.25,1.65,1.38,2.31,3.08,2.92,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,22.89,27.45,30.6,22.95,31.02,22.93,27.53,33.81,31.04,30.1,27.91,26.93,21.66,14.71,27.65,24.98,30.58,28.28,22.39,33.29,24.86,18.07,24.94,27.31,21.59,22.73,23.03,26.93,26.11,28.95,21.41,34.7,28.38,25.31,27.23,22.31,25.14,26.62,35.04,19.28,23.51,19.84,27.67,31.25,30.21,20.93,29.64,20.65,24.68,25.76,30.69,19,34.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
