"MULL, LOCHBUIE HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2183,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,9.55,6.38,11.99,16.02,15.83,,,
February,,,,,3.88,7.80,10.19,7.47,9.29,,,
March,,,,,1.31,4.63,8.05,6.10,8.48,,,
April,,,,,5.58,9.15,4.13,8.82,4.26,,,
May,,,,,4.69,8.71,4.72,5.79,1.73,,,
June,,,,,7.41,2.85,3.89,7.22,5.43,,,
July,,,,,9.00,4.41,6.92,3.66,8.86,,,
August,,,,,9.03,7.99,8.52,8.35,6.98,,,
September,,,,,10.80,7.19,9.67,7.12,5.91,,,
October,,,,,7.47,6.90,9.98,6.27,11.73,,,
November,,,,,7.39,3.46,8.45,10.16,15.80,,,
December,,,,,11.35,5.85,8.70,0.99,11.14,,,
Total,,,,,87.46,75.32,95.21,87.97,105.44,,,
Calc annual,0.00,0.00,0.00,0.00,87.46,75.32,95.21,87.97,105.44,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,
