"ENFIELD (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,TQ359949,Long,-0.037642,Lat,51.636497,,,,,,,
Station no,889/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.62,1.79,0.94,1.22,2.17,,1.19,2.25,2.06,1.59,,
February,5.14,0.67,1.36,2.32,1.65,,2.96,2.53,0.02,2.24,,
March,3.23,2.65,0.39,2.22,1.01,,1.15,1.02,1.53,1.26,,
April,2.93,0.84,2.50,0.26,0.64,,0.13,1.35,2.44,0.34,,
May,2.36,1.14,1.18,1.94,4.93,,1.07,2.51,1.27,1.68,,
June,0.53,1.21,1.07,3.14,2.04,,0.70,5.23,0.69,1.31,,
July,1.16,0.59,3.70,3.06,0.50,,3.16,3.91,1.28,2.70,,
August,5.06,2.69,1.79,2.85,1.06,,2.15,3.90,1.04,2.11,,
September,2.81,3.09,1.73,1.61,1.74,,2.20,3.73,0.03,3.54,,
October,0.69,2.63,2.55,2.32,3.48,2.16,1.78,3.47,1.82,5.67,,
November,4.77,3.00,0.83,3.66,0.57,0.35,2.43,1.45,2.70,3.98,,
December,1.60,2.18,0.47,1.85,1.83,2.64,1.58,2.91,3.44,2.85,,
Total,32.90,22.48,18.51,26.45,21.62,,20.50,34.26,18.32,29.27,,
Calc annual,32.90,22.48,18.51,26.45,21.62,5.15,20.50,34.26,18.32,29.27,,
Difference,0.00,0.00,0.00,-0.00,0.00,NaN,0.00,0.00,0.00,0.00,,
