"GOREBRIDGE",,,,,,,,,,,,
Grid ref,NT344618,Long,-3.049196,Lat,55.844931,,,,,,,
Station no,5117,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.05,2.71,0.65,3.40,2.32,1.57,3.30,,1.20,3.08,,
February,2.63,0.48,0.86,1.47,1.75,100.00,2.43,,0.43,2.55,,
March,3.20,1.36,0.31,1.57,1.48,,1.42,1.93,0.76,1.79,,
April,2.87,1.46,2.74,1.08,0.19,,0.84,2.44,2.05,1.25,,
May,3.20,1.52,2.45,5.40,2.07,,1.51,1.81,0.45,1.22,,
June,1.73,2.26,2.01,2.60,0.52,100.00,1.42,2.75,2.32,1.39,,
July,2.74,2.99,4.63,2.00,2.01,4.05,3.83,5.75,2.08,3.16,,
August,4.82,3.87,1.75,4.99,1.03,9.73,5.75,2.38,0.38,4.78,,
September,1.20,2.77,2.75,3.36,1.27,3.63,1.52,2.01,0.50,1.30,,
October,0.51,1.90,1.35,4.92,1.45,2.12,1.97,1.12,2.41,2.89,,
November,4.47,3.08,3.27,3.34,0.75,0.99,2.05,0.93,5.27,2.48,,
December,2.02,3.01,2.70,4.09,4.25,2.94,3.15,4.07,3.49,2.83,,
Total,32.44,27.41,25.47,38.22,19.09,-999.00,29.19,,21.34,28.72,,
Calc annual,32.44,27.41,25.47,38.22,19.09,225.03,29.19,25.19,21.34,28.72,,
Difference,-0.00,0.00,0.00,-0.00,0.00,-1224.03,0.00,NaN,-0.00,-0.00,,
