LEATHERHEAD (THORNCROFT MANOR),,,,,,,,,,,,
Grid ref,TQ165558,Long,-0.330704,Lat,51.289428,,,,,,,
Station no,131/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.76,2.41,1.25,1.37,2.72,4.16,1.64,2.40,2.57,3.07,,
February,7.33,0.94,1.48,2.48,1.74,0.33,3.97,1.60,0.09,2.31,,
March,3.62,2.59,0.40,2.47,1.28,0.74,1.04,1.83,2.76,1.88,,
April,2.67,1.21,2.55,0.32,0.34,1.46,1.46,1.15,2.37,0.69,,
May,2.53,1.94,1.87,1.93,4.38,0.23,0.23,2.89,0.81,2.07,,
June,0.86,1.51,1.66,4.21,2.41,2.38,2.38,3.73,0.57,1.66,,
July,2.03,0.73,3.35,2.68,2.02,4.55,3.48,1.75,1.82,2.67,,
August,3.83,3.96,1.45,2.99,1.23,3.10,3.65,2.98,1.33,2.99,,
September,3.40,2.75,3.15,2.40,1.63,2.29,2.84,5.15,0.15,2.55,,
October,0.91,3.23,3.75,2.52,3.57,1.70,1.80,3.11,2.71,6.42,,
November,7.78,3.34,1.44,4.82,1.29,0.81,3.03,1.93,3.82,4.73,,
December,2.70,2.39,0.63,2.41,2.80,3.65,2.50,3.01,5.49,3.05,,
Total,41.42,27.00,22.98,30.60,25.41,25.40,28.02,31.53,24.49,34.09,,
Calc annual,41.42,27.00,22.98,30.60,25.41,25.40,28.02,31.53,24.49,34.09,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
