BRISTOL-DOCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST571721,Long,-2.618691,Lat,51.446253,Elevation,45,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,4.12,1.37,4.2,0.53,1.75,2.09,3.63,3.81,2.51,4.84,1.63,1.01,,3.63,3.2,1.37,2.07,2.94,3.72,0.47,1.65,0.92,4.51,3.78,1.81,1.49,3.58,3.05,0.43,4.42,1.63,1.52,1.17,2.93,1.14,3.46,5.43,0.93,2.98,2.24,0.76,3.02,4.09,3.45,3.2,2.98,1.64,4.38,2.56,4.53,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.96,1.52,3.78,4.23,3.39,2.14,3.53,1.51,2.86,0.59,0.59,1.24,,0.73,0.13,1.92,4.16,4.01,0.1,0.45,3.19,1.37,3.83,5.49,0.89,0.72,1.48,3.48,0.68,2.06,1.38,1.43,0.43,4.3,2.07,2.04,0.89,2.89,3.57,4.31,1.23,1.78,2.52,1.32,0.28,3.97,7.17,0.35,3.77,1.84,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,2.2,2.09,0.85,2.17,1.83,1.74,0.99,2.66,1.28,2.44,1.94,3.28,,0.95,2.4,0.64,0.68,1.79,2.52,3.22,3.53,0.71,1.15,1.16,2.11,1.51,3.67,1.35,3.85,2.25,0.81,2.57,3.15,0.58,2.25,4.34,3.42,3.91,0.94,2.46,2.96,1.4,4.71,2.36,1.8,2.58,1.19,1.57,0.5,0.51,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,2.86,2.81,2.77,1.84,0.45,3.87,0.82,1.11,2.14,2.35,2.39,1.6,,1.16,1.07,0.94,0.03,2.17,2.36,0.64,3.53,1.99,3,0.94,2.54,1.25,2.56,1.79,2.4,0.78,2.64,2.64,2.95,2.39,1.65,0.25,2.67,1.55,1,1.26,1.73,2.22,1.76,3.49,0.73,2.52,2.35,3.02,1.46,2.38,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.06,5.59,2.99,0.99,1.15,1.72,1.27,1.97,3.37,3.86,2.48,1.26,,1.66,3.34,1.12,1.04,1.75,1.21,0.25,1.48,2.68,1.95,2.04,0.77,1.46,2.54,2.21,0.08,2.07,2.03,1.63,1.35,1.53,0.87,2.36,2.11,1.24,2.03,3.27,1.94,1.53,0.29,1.52,1.58,0.8,1.52,3.27,4.27,2.11,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,1.36,2.76,4.73,2.39,2.92,3.07,2.62,3.15,1.35,1,0.93,3.27,,3.4,2.26,2,0.96,2.07,0.62,1.16,2.71,1.18,1.01,1.81,1.44,2.63,3.04,1.45,3.81,2.07,2.41,0.39,3.66,4.23,2.68,4.15,0.84,2.43,0.72,2.37,2.23,1.15,1.04,2.66,0.15,1.15,0.42,2.99,0.01,1.57,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.88,1.63,3.54,4.22,2.26,5.6,3.09,4.11,0.67,2.87,1.14,6.3,,2.79,2.56,2.7,3.33,4.94,2.75,0.87,2.09,0.5,0.58,0.67,2.27,0.89,1.59,3.66,0.46,1.16,2.5,1.54,2.73,1.58,0.09,3.47,0.32,4.62,5.38,1.11,1.91,4.22,2.13,4.89,0.65,3.55,1.55,4.35,2.77,2.07,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,5.14,3.46,6.67,0.35,5.41,3.95,1.87,2.33,2.1,0.73,3.22,2.18,,3.18,6.88,4.06,2.01,3.06,2.73,1.81,7.47,2.96,1.71,2.09,2.14,3.55,3.79,2.75,3.3,2.09,1.71,4.41,2.37,5.51,1.25,7.09,1.1,2.16,2.18,4.31,7.53,1.78,2.04,1.49,2.29,3.42,3.75,4.86,2.69,2.31,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.74,2.62,3.55,3.24,1.79,2.33,4.15,1.69,4.04,2.48,3.53,1.19,,1.41,1.87,3.18,1.5,2.95,1.24,7.03,3.55,0.9,3.23,0.61,1.42,1.76,2.77,1.34,1.29,0.63,0.49,2.15,2.1,0.19,1.24,0.49,2.89,1.27,1.32,1.55,2.65,8.87,1.33,1.31,3.61,2.14,2.59,3,1.97,1.08,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,2.84,5.59,1.33,5.85,1.82,6.61,2.72,0.94,4.47,4.64,2.26,0.93,,1.66,8.25,2.67,5.11,3.71,4,4.75,1.13,5.35,2.92,3.53,1.33,1.65,7.01,1.05,1.56,4.88,4.29,1.64,5.06,4.28,2.5,4.11,2.47,1.56,3.58,6.4,5.52,1.44,2.08,2.79,1.31,1.16,3.91,5.61,3.38,3.77,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
