"PINKNEY'S GREEN (TWEED COTTAGE)",,,,,,,,,,,,
Grid ref,SU856825,Long,-0.767262,Lat,51.534925,,,,,,,
Station no,783,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.23,1.76,,,,,,,,,,
February,4.94,0.66,,,,,,,,,,
March,3.56,2.35,,,,,,,,,,
April,2.75,1.84,,,,,,,,,,
May,2.52,2.68,,,,,,,,,,
June,1.31,1.23,,,,,,,,,,
July,1.09,0.40,,,,,,,,,,
August,3.82,3.95,,,,,,,,,,
September,3.02,2.68,,,,,,,,,,
October,0.71,3.18,,,,,,,,,,
November,6.17,2.75,,,,,,,,,,
December,1.56,2.84,,,,,,,,,,
Total,34.68,26.32,,,,,,,,,,
Calc annual,34.68,26.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
