SOUTHAMPTON-PORTSWOOD-DISTRICT (SEWAGE WORKS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU434146,Long,-1.383825,Lat,50.929226,Elevation,10,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.14,3.99,4.73,3.86,3.48,4.82,1.54,2.79,4.32,5.08,2.51,5.56,1.31,4.9,2.3,3.21,,2.04,0.75,5.46,6.13,3.35,5.33,3.29,3.5,3.53,5.59,2.25,1.48,2.51,2.79,5.29,0.67,0.76,2.91,1.83,1.04,1.89,3.57,4.84,2.75,4.6,3.6,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.16,1.67,3.09,0.53,0.28,3.42,5.9,0.36,4.7,2.08,4.34,2.39,1.16,1.19,2.19,0.02,,0.05,3.49,2.96,4.7,0.58,1.22,2.68,3.28,0.63,1.05,0.39,1.97,2.62,1.01,0.93,1.37,5.27,6.18,0.64,1.34,2.97,1.96,0.08,4.1,2.83,0.1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,3.45,1.08,4.85,2.13,1.11,2.24,2.05,1.43,0.39,0.56,3.75,3.27,0.12,1.49,0.87,1.48,,2.99,0.86,2.25,3.16,0.29,1.24,3.36,3.94,2.52,0.63,0.18,0.59,0.7,6.03,0.85,1.48,1.63,4.01,2.53,0.61,2.38,1.14,0.65,2.04,1.72,3.8,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,2.39,2.45,2.28,3.35,1.03,3.44,3.17,3.2,2.73,3.16,1.83,1.91,1.02,2.74,2.95,2.68,0.84,1.72,3.03,1.92,1.71,0.02,1.7,1.07,1.32,1.84,0.82,1.5,0.94,2.64,2.09,1.72,1.7,2.81,2.71,1.72,1.47,0.22,0.29,1.97,0.09,0.82,2.72,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.95,1.47,0.52,1.49,1.23,0.75,1.58,3.86,3.56,1.68,0.74,0.83,1.62,2.1,2.86,5.31,1.74,0.76,1.07,0.42,2.78,1.95,1.04,0.21,3.63,2.9,3.15,0.48,2.35,3.91,1.13,2.84,2.54,1.37,2.54,2.75,2.51,1.92,3.88,0.22,1.45,2.18,0.49,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,3.86,1,0.75,2.28,0.1,1.53,0.35,2.63,0.05,2.89,2.45,2.07,1.27,0.5,2.97,1.87,,1.33,4.18,2.95,1.62,0.53,1.93,0.18,1.45,0.39,1.22,1.9,2.11,3.71,1.35,2.25,0.48,1.68,1.17,1.2,2.13,3.48,2.4,1.97,1.51,3.7,0.95,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,3.28,5.15,1.52,4.27,0.63,4.38,0.99,3.31,2.89,1.51,2.67,1.7,2.06,1.89,2.74,3.16,,1.5,1.76,3.89,1.18,2.91,3.94,3.54,1.37,1.57,2.05,2.44,2.42,0.96,0.84,0.54,0.28,4.37,2.21,0.18,4.47,2.52,2.36,2.2,4.41,1.7,2.12,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,5.04,2.67,2.87,1.58,2.2,3.4,2.34,2.46,3.7,1.08,4.34,2.65,1.69,4.45,5.69,1.25,0.81,4.07,2.59,0.34,1.27,2.12,1.91,,2.91,3.38,1.44,2.03,1.1,3.53,0.92,3.77,0.72,4.37,4.53,3.78,1.64,4.53,1.09,3.08,3.63,4.73,1.92,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,1.62,5.67,2.56,1.92,0.64,1.6,1.88,5.29,3.03,0.42,6.04,1.14,0.28,3.16,1.57,3.34,,1.45,3.79,3.98,1.36,1.29,1.1,,0.4,2.28,1.64,1.44,1.66,3.76,1.2,2.86,2.59,3.82,3.32,3.65,3.29,2.83,1.63,3.76,2.88,5.31,0.04,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,4.91,1.46,0.72,3.09,1.35,1.3,5.69,4.61,4.03,2.6,1.93,6.9,4.01,1.95,0.55,5.69,,1.55,5.09,1.74,3.45,3.45,4.77,,0.92,3.69,3.62,3.83,3.03,1.36,1.26,1.86,8.18,0.57,0.82,5.1,5.92,2.77,4.52,2.61,2.46,3.17,2.71,7.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
