N. ESK RESERVOIR (PENICUICK),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5080,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.50,2.55,2.95,2.30,3.75,2.85,5.10,3.35,2.20,2.90,,
February,5.60,5.35,3.25,2.95,3.80,4.15,5.90,1.80,3.60,1.95,,
March,1.90,2.40,4.50,4.55,4.65,3.10,4.35,2.40,1.20,2.20,,
April,5.50,3.45,1.00,4.45,3.00,2.00,5.90,2.60,0.80,5.20,,
May,2.40,1.60,0.85,3.20,2.40,1.35,4.10,3.00,1.55,0.70,,
June,1.90,3.85,5.20,3.25,1.80,1.75,4.55,1.50,1.30,2.55,,
July,4.05,1.15,3.10,0.75,3.50,5.15,5.90,3.00,2.70,1.15,,
August,5.40,2.65,4.55,1.55,2.75,3.10,3.85,5.35,2.40,2.50,,
September,0.90,1.90,4.50,2.45,1.40,2.40,2.20,3.15,5.90,4.95,,
October,4.45,4.85,4.10,3.10,1.70,2.15,7.40,3.45,5.20,2.80,,
November,3.20,7.00,3.60,4.35,4.35,1.85,4.60,3.70,2.35,5.60,,
December,2.55,4.45,5.75,4.60,4.05,4.20,4.90,3.15,4.30,5.50,,
Total,41.35,41.20,43.35,37.50,37.15,34.05,58.75,36.45,33.50,38.00,,
Calc annual,41.35,41.20,43.35,37.50,37.15,34.05,58.75,36.45,33.50,38.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
