"BRENT RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,860/6,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,1.12,0.76,4.00,3.39,,4.16,,,
February,,,,0.15,2.00,1.80,3.92,,0.80,,,
March,,,,1.98,0.32,1.10,2.49,,1.49,,,
April,,,,1.54,2.58,1.40,2.27,,2.77,,,
May,,,,0.45,0.73,0.40,2.82,,1.29,,,
June,,,,0.44,2.81,3.90,1.62,,1.30,,,
July,,,,0.72,0.65,3.10,0.66,,2.58,,,
August,,,,2.09,1.75,0.34,2.56,,6.04,,,
September,,,,1.24,2.47,3.27,1.38,,1.34,,,
October,,,,1.07,2.26,1.86,2.47,,5.53,,,
November,,,,1.77,3.68,2.94,1.44,,4.63,,,
December,,,,4.56,2.38,1.56,3.34,,0.99,,,
Total,,,,17.13,22.39,25.67,28.36,,32.92,,,
Calc annual,0.00,0.00,0.00,17.13,22.39,25.67,28.36,0.00,32.92,0.00,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,NaN,0.00,NaN,,
