"SILPHO MOOR",,,,,,,,,,,,
Grid ref,SE957946,Long,-0.529583,Lat,54.337990,,,,,,,
Station no,3464/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.52,2.57,1.61,2.07,2.48,5.73,1.83,4.24,2.79,6.10,,
February,3.26,1.21,2.38,2.90,2.37,4.07,3.31,4.89,0.48,2.78,,
March,3.93,2.58,0.20,2.80,2.73,1.02,1.59,3.76,1.71,2.06,,
April,1.91,1.60,3.11,0.35,1.13,0.85,0.93,1.60,3.11,0.93,,
May,7.11,2.11,2.00,2.39,3.70,0.87,1.28,3.22,0.83,1.44,,
June,1.35,1.75,3.19,1.80,2.34,3.56,1.40,3.79,1.78,0.82,,
July,3.79,2.19,2.22,1.67,1.23,3.52,4.48,2.90,2.46,4.25,,
August,7.33,2.43,3.07,7.21,0.70,7.05,2.86,2.54,0.54,3.39,,
September,1.33,6.62,1.48,2.24,1.43,2.05,4.09,1.71,0.40,3.19,,
October,1.09,3.43,1.83,4.60,3.36,2.46,3.34,1.67,2.68,11.10,,
November,6.19,5.84,2.35,6.50,2.47,2.11,3.23,0.78,5.11,5.05,,
December,3.60,3.41,1.33,2.17,5.08,2.83,2.13,4.28,4.97,3.74,,
Total,43.41,35.74,24.77,36.70,29.02,36.12,30.47,35.38,26.86,44.85,,
Calc annual,43.41,35.74,24.77,36.70,29.02,36.12,30.47,35.38,26.86,44.85,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
