"UPPER BARDEN RESERVOIR",,,,,,,,,,,,
Grid ref,SE016576,Long,-1.977074,Lat,54.014410,,,,,,,
Station no,3335,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.32,4.51,1.98,3.91,2.95,5.57,6.52,4.53,4.08,6.99,,
February,3.45,1.38,4.14,3.90,2.86,2.35,3.91,10.12,0.95,4.46,,
March,3.68,1.96,1.55,3.06,2.46,2.84,5.08,2.36,2.26,2.20,,
April,1.50,1.68,3.31,1.08,2.39,2.23,0.53,1.49,3.62,3.12,,
May,2.46,1.42,2.19,3.29,4.73,2.36,1.45,5.91,0.81,1.91,,
June,0.87,2.52,3.34,5.12,3.58,2.68,1.94,6.31,2.65,1.85,,
July,2.04,2.10,6.05,6.58,1.18,5.56,5.25,4.22,2.79,9.72,,
August,3.42,6.72,6.03,9.09,1.13,12.09,8.04,5.32,0.64,4.17,,
September,2.34,4.23,4.85,5.85,3.75,5.44,6.72,5.40,0.35,3.34,,
October,0.82,4.29,2.65,10.66,3.60,2.93,7.26,4.28,5.06,5.13,,
November,5.86,2.81,6.18,7.05,2.60,1.77,2.55,1.67,5.46,8.47,,
December,6.20,4.23,2.66,9.16,7.95,5.89,5.33,5.70,8.71,6.04,,
Total,35.96,37.85,44.93,68.75,39.18,51.71,54.58,57.31,37.38,57.40,,
Calc annual,35.96,37.85,44.93,68.75,39.18,51.71,54.58,57.31,37.38,57.40,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
