"UPPER BARDEN RESERVOIR",,,,,,,,,,,,
Grid ref,SE016576,Long,-1.977074,Lat,54.014410,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.58,2.94,2.73,4.16,3.60,1.82,5.10,1.93,3.91,2.03,,
February,5.03,2.04,1.87,4.33,3.46,1.98,2.71,2.13,3.14,3.06,,
March,1.02,3.08,2.76,5.55,2.34,3.32,3.16,3.68,4.14,4.11,,
April,2.28,2.84,1.95,2.10,3.31,3.45,1.58,2.71,2.92,3.63,,
May,1.65,1.48,2.94,3.23,4.16,0.71,5.16,3.88,3.17,3.00,,
June,4.05,1.47,1.60,2.09,2.45,2.79,2.16,6.45,5.71,2.97,,
July,3.53,2.31,3.58,4.92,1.97,1.53,2.23,2.92,5.64,5.72,,
August,6.51,3.39,2.78,4.82,4.12,4.40,4.70,4.12,3.62,3.53,,
September,1.46,2.50,1.99,4.48,1.61,3.45,0.98,0.88,4.79,3.95,,
October,5.80,2.83,3.91,9.93,1.62,2.75,6.16,6.11,2.58,3.89,,
November,5.10,5.27,3.01,2.80,3.86,4.58,4.67,2.63,3.10,1.93,,
December,5.04,5.16,3.35,2.43,3.20,1.05,3.18,6.14,3.42,5.64,,
Total,46.05,35.31,32.47,50.84,35.70,31.83,41.79,43.58,46.14,43.46,,
Calc annual,46.05,35.31,32.47,50.84,35.70,31.83,41.79,43.58,46.14,43.46,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
