GREAT MALVERN MADRESFIELD RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO800473,Long,-2.293543,Lat,52.123646,Elevation,124,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,4.14,1.61,2.4,0.62,1.95,2.08,3.79,2.57,1.93,3.71,2.46,0.67,0.68,2.89,1.96,1.94,1.84,2.1,3.8,0.61,1.86,0.59,3.99,3.99,1.55,0.65,2.8,2.51,,,,,
February,,,,,,,,1.78,0.98,3.32,3.83,3.77,1.92,3.5,2.29,3.36,0.66,0.36,0.56,1.47,0.6,0.1,1.14,2.96,2.38,0.45,0.23,2.57,1.38,2.85,5.06,1.04,1.33,1.94,3.93,,,,,
March,,,,,,,,1.91,1.23,0.95,1.88,2.21,1.7,1.15,2.02,1.4,2.61,1.18,2.41,2.48,0.99,1.67,0.92,0.26,1.23,2,2.74,3.79,0.51,0.56,1.11,1.81,1.44,3.28,1.08,,,,,
April,,,,,,,,2.89,2.98,2.82,1.54,0.79,3.93,0.65,1.75,2.47,2.53,0.93,0.94,4.2,1.06,1.6,1,0.26,1.5,2.09,0.76,1.57,1.61,1.82,1.5,2.37,2.23,1.73,1.09,,,,,
May,,,,,,,,2.02,5.61,1.94,1.91,1.88,2.26,1.1,0.89,2.88,5.78,1.92,1.01,3.41,2.23,3.3,1.86,1.44,2.77,0.89,0.23,0.94,3.4,2.41,2.24,0.95,2.09,4.42,1.8,,,,,
June,,,,,,,,0.57,2.97,4.36,3.71,2.45,4.29,2.37,4.13,3.24,1.43,1.3,2.1,0.42,1.98,2.17,1.79,1.03,2.02,1.28,1.79,2.8,0.98,1.33,2.16,2.61,2.47,3.79,0.58,,,,,
July,,,,,,,,3.42,1.16,2.91,5.96,1.91,3.11,2.33,3.37,0.23,2.37,0.84,5.98,1.95,1.91,1.99,2.15,1.76,2.34,2.94,1.69,1.1,1.04,1.06,2.88,2.02,1.39,3.04,2.06,,,,,
August,,,,,,,,5.75,6.47,6.2,0.41,4.46,2.08,1.02,1.24,2.06,1.57,1.01,1.54,2.84,1.95,4.67,2.2,1.91,2.6,1.87,1.47,4.16,2.85,1.25,3.18,2.24,3.79,3.45,1.72,,,,,
September,,,,,,,,2.27,1.51,2.86,2.92,1.96,2.97,4.53,1.71,3.37,2.65,1.31,0.67,1.73,1.2,0.93,2.66,1.01,3.31,0.48,4.44,2.53,0.65,2.54,0.62,1.37,1.85,2.89,2.22,,,,,
October,,,,,,,,1.83,3.31,1.43,2.42,2.21,5.34,2.59,1.2,3.14,4.05,1.88,0.55,2.82,1.33,7.07,1.6,1.87,2.75,2.85,1.95,1.68,3.44,1.73,2.64,1.28,2.58,5.92,0.43,,,,,
November,,,,,,,,2.99,2.92,0.62,2.18,3.12,4.11,3.4,1.74,3.51,2,2.43,6.38,0.81,2.15,2.64,2.39,1.35,3.16,4.48,0.64,1.99,1.94,1.85,1.75,0.73,2.61,1.28,1.27,,,,,
December,,,,,,,,1.55,2.17,0.9,3.18,3.34,2.89,1.12,2.56,0.78,3.82,1.56,2.36,1.73,0.93,3.55,1.08,3.17,2.02,1.9,2.85,3.12,2.36,2.89,5.17,3.61,1.71,3.12,1.84,,,,,
Total,,,,,,,,31.12,32.92,30.71,30.56,30.05,36.68,27.55,25.47,28.37,33.18,17.18,25.17,24.54,19.22,31.65,20.73,18.86,28.18,25.03,19.4,28.11,20.75,24.28,32.3,21.58,24.14,37.66,20.53,,,,,
