"NEWBURY WELFORD PARK",,,,,,,,,,,,
Grid ref,SU408731,Long,-1.414190,Lat,51.455417,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.40,1.74,0.99,3.57,4.80,0.67,5.55,0.71,1.95,1.04,,
February,4.92,1.89,1.45,1.82,3.87,1.01,2.55,1.70,1.56,0.69,,
March,1.24,1.98,2.08,4.70,1.65,5.77,2.02,1.23,4.57,4.11,,
April,1.05,2.65,1.65,3.12,1.42,2.49,1.02,3.79,4.74,2.09,,
May,1.57,1.27,3.15,3.88,3.38,0.66,1.79,2.14,2.57,1.60,,
June,3.58,1.84,3.38,6.20,0.95,4.74,3.03,3.80,1.02,3.26,,
July,1.45,3.89,0.94,2.97,2.42,0.97,0.68,2.35,2.52,2.43,,
August,3.05,2.19,3.39,4.05,3.06,3.55,0.90,2.02,4.14,1.58,,
September,0.70,2.41,2.07,2.38,1.58,1.80,1.05,0.81,3.11,3.87,,
October,2.41,1.45,2.22,8.72,1.65,2.42,5.48,7.53,1.33,5.81,,
November,2.60,0.90,3.83,2.23,2.22,4.72,5.20,3.22,1.34,2.03,,
December,4.74,5.50,2.31,2.21,2.56,1.34,2.59,5.93,2.68,5.01,,
Total,30.71,27.71,27.46,45.85,29.56,30.14,31.86,35.23,31.53,33.52,,
Calc annual,30.71,27.71,27.46,45.85,29.56,30.14,31.86,35.23,31.53,33.52,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
