"HURSTPIERPOINT DANNY PARK",,,,,,,,,,,,
Grid ref,TQ284149,Long,-0.174677,Lat,50.919284,,,,,,,
Station no,RR1538,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.63,0.74,1.54,3.61,8.11,1.28,7.01,1.39,2.13,1.33,,
February,4.50,1.61,2.43,1.29,3.97,0.51,4.02,2.21,1.35,0.53,,
March,0.98,1.71,2.16,5.16,1.63,6.19,1.40,1.26,2.98,4.83,,
April,1.49,2.42,1.12,2.90,1.67,2.04,1.16,4.66,2.53,1.25,,
May,0.80,1.45,2.18,3.09,4.98,0.82,2.15,2.78,1.82,1.75,,
June,2.84,1.45,3.93,3.75,1.15,4.68,2.21,2.71,1.70,2.78,,
July,1.09,3.08,1.72,3.57,1.49,0.39,0.43,1.68,4.10,3.57,,
August,3.53,2.04,5.33,5.06,2.34,3.11,2.01,2.10,5.00,3.22,,
September,0.80,2.62,0.58,3.82,2.92,3.63,0.99,0.71,1.46,3.43,,
October,1.81,3.76,3.00,9.29,2.35,2.54,6.47,6.88,1.90,10.96,,
November,4.39,0.55,4.54,2.54,1.62,6.34,8.32,3.31,1.52,1.87,,
December,3.09,6.38,2.91,3.00,4.21,1.33,2.53,4.95,4.79,5.87,,
Total,29.95,27.81,31.44,47.08,36.44,32.86,38.70,34.64,31.28,41.39,,
Calc annual,29.95,27.81,31.44,47.08,36.44,32.86,38.70,34.64,31.28,41.39,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
