"HURSTPIERPOINT DANNY PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1538,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,2.51,4.24,3.44,2.00,4.52,3.09,0.81,1.37,,
February,,,1.42,4.90,1.84,5.60,0.77,1.05,0.93,2.59,,
March,,,1.88,0.88,2.42,2.64,2.68,1.46,4.82,2.58,,
April,,,3.15,1.80,1.39,1.11,2.12,1.38,1.36,1.92,,
May,,,1.31,2.54,0.28,3.37,5.10,1.37,1.61,1.34,,
June,,,1.95,1.30,1.46,1.08,0.49,0.98,3.48,0.61,,
July,,,3.46,2.14,2.38,0.62,3.00,0.65,5.84,3.20,,
August,,,2.17,1.33,0.67,1.40,1.83,2.49,2.41,3.28,,
September,,,2.94,4.04,3.60,5.06,1.09,3.79,1.38,1.39,,
October,,,8.00,3.52,1.55,5.53,4.33,1.47,1.97,7.46,,
November,,,4.23,4.34,0.42,4.77,5.14,6.99,6.51,2.03,,
December,,,2.48,1.10,6.38,1.58,5.56,3.08,2.73,2.01,,
Total,,,35.50,32.13,25.83,34.76,36.63,27.80,33.85,29.78,,
Calc annual,0.00,0.00,35.50,32.13,25.83,34.76,36.63,27.80,33.85,29.78,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
