"LEYBURN (OVERDALE)",,,,,,,,,,,,
Grid ref,SE116901,Long,-1.823231,Lat,54.306373,,,,,,,
Station no,3423/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.67,2.18,0.39,2.42,,,,,,,,
February,3.70,0.23,3.47,2.79,,,,,,,,
March,3.50,1.24,0.51,1.79,,,,,,,,
April,2.00,1.08,2.13,0.34,,,,,,,,
May,6.83,1.58,1.75,3.62,,,,,,,,
June,1.22,0.97,2.65,1.59,,,,,,,,
July,1.11,0.61,2.03,2.67,,,,,,,,
August,4.00,3.47,3.34,5.86,,,,,,,,
September,0.78,3.83,1.90,2.67,,,,,,,,
October,2.45,3.61,1.86,4.81,,,,,,,,
November,8.30,1.74,1.71,5.74,,,,,,,,
December,5.00,1.73,1.33,2.87,,,,,,,,
Total,41.56,22.27,23.07,37.17,,,,,,,,
Calc annual,41.56,22.27,23.07,37.17,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
