BEDALE THORPE PERROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE262854,Long,-1.599269,Lat,54.263597,Elevation,140,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,1,1.46,1.48,1.14,1.12,3.38,2.54,2.13,3.71,0.49,4.57,2.69,0.92,0.21,0.69,1.45,4.02,4.34,1.95,3.6,1.83,0.94,0.81,3.22,0.98,1.28,1.57,2.9,4.08,0.52,1.24,0.6,3.21,3.14,1.4,,2.79,,,3.88,1.01,1.68,1.03,3.16,1.33,4.11,3.79,1.18,3.16,1.11,3.36,2.51,3.29,3.34,3.33,3.26,1.28,,,,,,,
February,,,,,,,,1.99,1.23,3.01,2.5,2.3,2.62,1.18,1.37,0.68,2.03,1.56,1.1,3.17,2.18,4.06,1.04,2.76,1.47,1.73,0.57,0.92,2.56,1.25,0.8,0.03,2.27,2.89,3.85,0.5,0.43,2.06,1.62,1.76,5.63,0.99,,2.06,,,1.71,1.89,2.2,0.91,3.36,0.58,1.8,1.31,2.03,3.3,2.44,0.81,1.63,1.74,1.14,0.13,2.21,5.61,,,,,,,
March,,,,,,,,0.5,1.13,2.35,1.52,1.54,2.77,2.59,1.12,0.47,3.48,2.03,0.56,0.99,1.19,2.74,2.42,1.9,2.32,1.85,2.96,1.92,3.58,2.74,2.06,1.32,0.91,0.46,1.26,2.38,2.33,2.98,1.56,1.12,,2.62,,3.58,,,1.03,1.5,3.91,4.41,0.54,1.72,3.24,3.86,1.64,1.38,3.17,2.49,1.05,2.91,2.34,1.13,1.68,1.58,,,,,,,
April,,,,,,,,3.3,2.12,1.33,0.61,1.45,2.36,0.8,0.99,0.92,2.71,3.85,1.42,2.11,1.65,0.81,4.21,2.32,1.86,1.73,2.37,1.01,1.58,2.63,0.83,3.06,1.33,0.49,1.53,2.07,0.6,1.33,2.65,2.09,,1.93,,1.24,,,0.42,1.58,2.25,2.75,2.62,1.01,0.09,3.6,0.6,0.79,0.83,1.92,1.38,1.66,4.16,1.1,2.74,2.14,,,,,,,
May,,,,,,,,2.8,0.5,4.16,0.76,1.46,1.13,2.08,2.85,1.12,0.59,2.22,4.58,1.52,1.51,1.21,1.54,1.18,0.85,2.07,4.57,1.88,0.75,2.95,2.23,1.89,2.53,2.38,1.72,0.64,0.47,0.97,1.8,3.86,1.44,0.9,,4.46,,,3.15,4.2,3.4,1.79,2.12,0.92,2.44,2.25,1.38,1.51,2.55,1.28,2.48,1.33,2.78,1.71,0.71,1.89,,,,,,,
June,,,,,,,,1.21,0.25,1.35,2.27,3.45,5.75,1.28,0.76,3.18,1.96,1.24,3.03,3.85,1.87,2.15,3.02,3.48,0.76,2.37,0.61,0.21,3.47,0.16,2.05,0.46,3.57,1.75,3.71,2.68,3.14,2.53,2.27,2.22,2.56,1.26,,1.68,,,1.02,3.29,2.15,3.3,2.42,2.83,6.97,1.19,2.66,0.41,1.59,2.63,1.2,1.11,0.74,0.55,1.69,0.83,,,,,,,
July,,,,,,,,3.6,0.52,0.73,0.65,3.6,4.69,2.33,0.88,3.68,1.83,2.82,0.74,3.98,6.13,4.3,3.18,3.82,4.23,0.93,3.92,0.84,3.57,1.88,1.47,4.01,1.58,2.1,2.29,5.1,2.15,0.78,0.8,2.29,2.03,4.12,,3.04,,,1.12,2.23,3.08,2.74,2.61,0.33,3.94,0.95,3.05,3.38,2.02,1.12,4.22,1.6,4.52,1.46,4.5,2.5,,,,,,,
August,,,,,,,,3.09,1.61,0.73,1.94,0.81,5.46,1.74,2.55,2.57,2.18,6.08,5.05,3.38,1.55,5.56,2.04,0.96,1.21,1.9,2.59,1.22,2.02,3.73,3.89,3.51,3.71,2.35,2.09,1.82,2.19,2.88,2.16,1.56,6.46,2.19,,2.89,,,2.71,1.71,1.97,3.37,3.58,2.15,3.98,1.2,1.35,3.36,1.74,6.99,2.03,2.37,1.18,4.11,2.5,3.45,,,,,,,
September,,,,,,,,1.52,4.09,2.53,0.4,5.83,3.33,0.74,2.24,2.11,4.53,2.56,1.84,1.13,4.13,2.88,1.51,3.59,1.19,2.94,1.57,2.89,0.88,0.71,2.02,2.19,1,1.33,0.97,1.29,3.7,1.77,0.73,3.03,0.49,0.9,,3.37,,,0.35,0.41,2.39,1.87,0.37,2.22,1.46,1.75,1.15,0.82,1.3,0.44,4.72,0.52,0.93,1.39,3.22,2.36,,,,,,,
October,,,,,,,,0.95,2.41,2.96,6.28,2.3,4.35,1.87,2.59,3.78,1.98,3.22,1.69,0.87,4.87,2.53,3.34,2.74,1.39,4.24,4.63,2.48,0.38,3.64,1.05,3.52,5.36,1.55,4.51,3,4.05,1.67,3.63,2.5,4.65,1.22,,8.51,,,5.19,4.84,1.45,2.26,2.58,2.41,2.19,2.86,1.67,0.95,3.59,3.03,2.46,4.07,3.28,1.17,1.07,2.27,,,,,,,
November,,,,,,,,1.24,1.49,2.23,2.14,0.49,4.81,1.7,2.24,4.36,2.9,2.29,5.05,1.32,2.6,3.81,3.14,2.24,1.39,1.77,2.77,2.13,4.41,0.75,3.38,2.64,1.27,1.87,1.33,3.47,1.25,1.6,2.7,2.23,2.79,4.2,,1.52,,,2.52,2.42,1.32,0.61,3.05,3.81,1.62,2.14,3.23,1.21,2.8,1.04,1.6,2.72,1.52,2.08,0.86,3.59,,,,,,,
December,,,,,,,,1.64,7.4,2.32,3.59,1.11,3.57,0.44,3.1,1.31,6.21,2.22,1.93,1.05,4.21,3.6,4.3,1.27,2.88,0.51,4.04,1.87,1.53,1.4,1.06,3.04,0.57,2.61,1.92,2.02,3.24,3.04,1.87,2.36,2.22,3.79,,1.34,,,2.02,2.9,1.12,4.7,3.01,3.31,1.59,1.16,4.34,5.29,1.81,1.52,3.53,3.43,2.8,2.31,2.87,2.42,,,,,,,
Total,,,,,,,,22.84,24.21,25.18,23.8,25.46,44.22,19.29,22.82,27.89,30.89,34.66,29.68,24.29,32.1,34.34,31.19,30.28,23.89,23.99,34.2,19.2,25.67,22.65,24.06,26.65,25.38,21.35,28.08,29.05,24.07,22.85,22.39,28.23,,25.52,,36.48,,,25.12,27.98,26.92,29.74,29.42,22.62,33.43,26.06,24.28,25.56,24.95,26.63,28.81,26.75,28.73,20.47,27.31,29.92,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimated amounts for March and April 1900 have been removed. Erroneous transcription of 2.56 for July 1923 has been corrected to 2.50.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
