"DORCHESTER (STINSFORD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1578,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,3.13,3.71,2.95,3.29,0.67,5.84,6.33,3.87,5.64,3.30,,
February,2.94,0.04,4.91,0.08,3.84,3.53,6.67,1.05,2.53,4.56,,
March,1.18,2.53,4.20,3.34,1.00,5.35,5.04,0.30,1.11,3.73,,
April,2.88,3.41,2.46,2.17,4.91,1.86,2.63,0.02,2.09,1.65,,
May,3.75,2.96,1.62,0.94,1.69,0.56,3.55,2.17,0.79,2.14,,
June,3.59,3.29,0.47,0.94,4.46,1.70,0.84,0.81,2.82,0.45,,
July,4.30,1.72,3.15,0.27,0.34,5.16,4.59,2.60,5.42,3.09,,
August,3.93,1.11,0.75,3.68,3.23,0.16,1.24,2.59,2.66,0.04,,
September,1.75,3.88,2.94,3.54,4.03,2.79,2.97,2.27,1.09,2.63,,
October,0.42,7.50,1.94,2.69,5.63,1.90,4.07,4.57,6.85,7.03,,
November,6.31,2.84,0.88,2.07,8.05,3.98,3.12,6.39,8.14,9.89,,
December,1.14,1.84,1.17,12.95,6.08,3.96,4.19,4.10,2.86,3.31,,
Total,35.32,34.83,27.44,35.96,43.93,36.79,45.24,30.74,42.00,41.82,,
Calc annual,35.32,34.83,27.44,35.96,43.93,36.79,45.24,30.74,42.00,41.82,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
