DORCHESTER-STINSFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY711912,Long,-2.410751,Lat,50.719701,Elevation,207,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.5,4.49,8.41,,,5.74,,5,5.73,6.12,2.54,7.29,1.83,5.95,3.13,3.71,2.95,3.29,0.67,5.84,6.33,3.87,5.64,3.3,4.77,5.23,7.44,3.14,2.28,4.41,3.73,7.58,1.12,0.71,4.19,2.8,0.95,2.16,4.26,5.46,4.83,4.23,6.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.31,2.25,4.39,,,4.48,,0.79,5.36,2.35,3.68,3.32,1.65,1.03,2.94,0.04,4.91,0.08,3.84,3.53,6.67,1.05,2.53,4.56,5.21,0.12,1.5,0.62,3.11,2.98,1.4,1.38,1.59,7.16,6.03,0.8,2.4,4,2.47,0.23,4.97,3.63,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,3.31,1.95,5.5,,,4.39,,2.12,0.4,0.72,4.32,3.49,0.2,1.61,1.18,2.53,4.2,3.34,1,5.35,5.04,0.3,1.11,3.73,3.27,3.38,0.95,0.33,1.64,1.5,9.71,1.35,1.46,2.3,4.34,3.56,0.77,4.85,1.78,0.8,3.61,1.8,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.42,,2.8,,,3.86,,4.14,2.97,2.97,2.56,1.71,0.75,2.84,2.88,3.41,2.46,2.17,4.91,1.86,2.63,0.02,2.09,1.65,2.16,2.31,1.03,2.3,0.92,2.67,2.67,1.76,2,2.59,2.47,2.26,2.78,0.11,0.87,1.56,0.36,0.62,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.53,,1,,,1.05,,5.61,4.66,2.43,1.22,1.65,2.84,2.58,3.75,2.96,1.62,0.94,1.69,0.56,3.55,2.17,0.79,2.14,3.13,4.63,3.14,0.3,3.1,3.48,2.04,3,3.07,1.26,2.74,3.07,3.08,3.81,5.46,0.83,3.22,3.01,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,1.17,,0.82,,,0.98,,1.84,0.85,3,2.78,2.24,1.64,0.58,3.59,3.29,0.47,0.94,4.46,1.7,0.84,0.81,2.82,0.45,2.12,0.45,1.01,2.97,3.57,4.25,2.04,2.91,0.78,0.89,0.5,1.08,3.32,3.09,3.24,2.65,2.63,3.2,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.39,,2.66,,,5.97,,4.59,3.5,1.5,2.89,2.02,1.38,2.76,4.3,1.72,3.15,0.27,0.34,5.16,4.59,2.6,5.42,3.09,1.63,1.48,2.6,4.14,1.68,1.18,1.42,1.42,1.48,5.61,1.49,0.98,3.77,2.92,5.16,3.48,5.03,3.15,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,5.32,,3.79,,,2.96,,2.91,3.73,0.92,3.92,3.95,2.24,4.22,3.93,1.11,0.75,3.68,3.23,0.16,1.24,2.59,2.66,0.04,4.4,6.09,2.53,2.47,2.11,5.17,1.11,4.72,1.62,3.81,6.68,4.51,2.26,3.18,0.64,4.8,3.9,2.94,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.59,,2.19,,,2.36,,4.67,3.92,0.51,6.71,2.07,0.55,4.14,1.75,3.88,2.94,3.54,4.03,2.79,2.97,2.27,1.09,2.63,1.31,3.54,2.92,1.85,3.51,6.5,1.76,3.29,4.5,4.98,4.96,4.13,4.03,4.41,1.64,6.76,4.08,5.59,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,5.81,,2.09,,1.15,1.68,,6.24,5.95,4.11,3.52,7.87,4.79,2.67,0.42,7.5,1.94,2.69,5.63,1.9,4.07,4.57,6.85,7.03,1.69,4.25,5.09,4.65,4.59,1.75,1.14,3.05,7.61,1.37,1.13,5.16,4.3,4.09,4.02,2.32,3.42,3.79,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,1.74,,2.85,,,3,2.55,5.26,3.96,11.77,3.93,4.3,11.57,7.11,6.31,2.84,0.88,2.07,8.05,3.98,3.12,6.39,8.14,9.89,2.39,1.86,3.5,7.63,1.8,7.43,2.37,2.4,5.15,7.23,10.23,3.79,2.34,7.67,4.3,1.04,2.75,3.43,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,1.59,,6.67,,,6.5,,7.11,5.39,0.47,5.36,3.78,9.19,5.95,1.14,1.84,1.17,12.95,6.08,3.96,4.19,4.1,2.86,3.31,2.93,5.98,4.13,2.39,5.44,5.62,4.08,6.46,2.29,3.26,3.36,3.69,1.13,3.69,6.18,6.76,3.21,5.87,11.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,29.68,,43.17,,,42.97,,50.28,46.42,36.87,43.43,43.69,38.63,41.44,35.32,34.83,27.44,35.96,43.93,36.79,45.24,30.74,42,41.82,35.01,39.32,35.84,32.79,33.75,46.94,33.47,39.32,32.67,41.17,48.12,35.83,31.13,43.98,40.02,36.69,42.01,41.26,40.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921 Jan-Sep bracketed with a value of 15.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955 May IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
