"FORDINGBRIDGE CUCKOO HILL",,,,,,,,,,,,
Grid ref,SU167107,Long,-1.763915,Lat,50.895542,,,,,,,
Station no,626,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,7.38,0.80,1.47,1.07,,
February,,,,,,,3.30,1.41,1.52,0.42,,
March,,,,,,,2.17,0.57,3.70,4.24,,
April,,,,,,,1.07,4.13,2.54,1.41,,
May,,,,,,,2.12,2.10,2.34,1.87,,
June,,,,,,,1.29,1.61,0.56,2.61,,
July,,,,,,,1.61,1.19,1.99,3.36,,
August,,,,,,,1.06,2.05,5.20,2.71,,
September,,,,,,,0.87,0.63,1.78,3.79,,
October,,,,,,,6.83,9.06,1.78,8.64,,
November,,,,,,,4.76,3.14,1.19,0.61,,
December,,,,,,,2.09,4.92,3.97,4.39,,
Total,,,,,,,34.55,31.61,28.04,35.12,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,34.55,31.61,28.04,35.12,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,,
