"HAYFIELD (HOLLIN HEAD)",,,,,,,,,,,,
Grid ref,SK064883,Long,-1.905229,Lat,53.391499,,,,,,,
Station no,2643/9/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.01,5.40,2.77,5.40,4.79,8.42,2.97,5.13,4.65,6.54,,
February,5.38,2.52,3.53,4.33,3.56,2.84,4.26,8.36,0.63,3.59,,
March,6.43,2.81,3.08,3.46,4.20,2.14,3.54,2.61,2.43,1.77,,
April,2.85,4.36,3.76,1.02,2.21,2.51,0.70,1.26,3.59,2.40,,
May,2.61,3.47,2.83,4.52,5.66,1.81,1.67,4.70,1.01,2.24,,
June,1.97,3.26,4.03,3.91,3.41,3.52,1.87,6.11,2.58,1.62,,
July,3.66,4.23,6.33,8.76,0.93,7.20,6.79,6.15,4.51,7.66,,
August,6.62,2.44,4.74,7.38,0.65,10.82,8.24,4.23,0.57,7.08,,
September,2.51,5.68,2.90,5.16,2.83,4.62,9.33,5.84,0.25,5.02,,
October,1.29,6.14,2.49,7.69,3.22,3.30,4.37,5.02,3.76,5.51,,
November,10.28,3.83,3.26,7.65,2.68,2.34,3.38,2.34,6.03,6.24,,
December,6.80,4.56,2.32,8.05,6.00,7.84,6.77,4.96,7.05,4.98,,
Total,55.41,48.70,42.04,67.33,40.14,57.36,53.89,56.71,37.06,54.65,,
Calc annual,55.41,48.70,42.04,67.33,40.14,57.36,53.89,56.71,37.06,54.65,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
