SALISBURY-DINTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU013316,Long,-1.982818,Lat,51.083717,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1511/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,3.54,4.12,6.17,2.12,1.77,3.21,2.87,6.93,1.09,0.49,3.49,2.2,0.8,1.79,3.61,5.05,2.03,2.97,4.68,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,2.98,0.49,1.14,0.65,2.08,3.27,1.74,1.36,1.57,6.35,6.33,0.65,1.63,2.56,1.83,0.26,3.22,2.89,0.3,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,3.61,2.33,0.72,0.39,1.13,1.02,6.46,1.39,1.37,1.88,3.93,3.26,0.49,3.52,1.69,0.96,2,1.81,4.21,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.89,1.69,0.78,1.46,0.81,2.62,2.36,1.52,1.58,3.26,3.75,2.1,2.75,0.28,0.39,1.17,0.12,0.75,2.19,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.99,3.83,2.31,0.45,2.88,4.99,2.05,4.39,2.21,2.77,2.91,3.24,1.46,2.38,3.67,0.35,2.53,2.34,2.25,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.12,0.69,1.33,1.41,3.09,3.41,1.94,2.8,0.63,0.96,0.8,1.45,1.7,3.17,3.21,2.23,2.3,4.26,0.95,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,1.79,1.1,2.78,2.96,1.42,1.61,2.07,1.18,1.32,5.19,0.63,0.97,2.85,2.32,0.61,2.05,3.79,1.93,1.88,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,4.77,3.7,2.32,2.53,2.13,4.28,0.79,4.02,2.33,4.71,5.69,4.86,2.35,2.61,0.66,4.07,2.34,2.7,1.31,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.7,2.2,2.37,1.99,2.9,5.58,1.26,2.58,2.19,3.71,3.21,3.22,3.26,2.32,1.2,3.22,3.4,4.11,0.08,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.37,4.37,3.83,4.58,4.7,1.69,0.8,2.68,6.8,1.13,0.93,4.51,4.38,2.99,2.92,1.89,2.36,3.01,2.58,10.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
