"BOLTON PARK OBSERVATORY, QUEENS PARK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD705092,Long,-2.447013,Lat,53.578559,Elevation,390,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,2.59,2.48,1.83,5.62,2.36,4.11,2.02,3.04,4.33,1.85,1.97,3.17,5.58,6.28,2.95,3.93,3.2,3.67,2.23,6.46,2.3,3.86,2.28,4.28,1.35,4.53,4.98,3.1,6.23,3.7,3.4,3.72,4.9,4.55,7.16,4.64,5.07,3.75,3.12,5.11,5.43,11.33,2.61,5.36,7.2,5.14,2.4,3.96,3.09,5.19,3.61,5.69,6.06,3.01,1.73,5.41,6.03,6.16,4.28,5.57,3.66,10.23,3.17,3.6,4.68,4.72,2.1,4.55,3,5.41,3.42,4.47,,
February,,,,,,,,0.86,1.41,2.71,0.57,0.41,3.59,4.19,5.55,0.58,2.93,3.71,3.13,1.6,3.78,2.21,2.45,3.85,3.82,2.86,4.52,2.48,4.34,1.85,3.72,4.55,1.64,1.61,2.28,4.5,4.77,1.73,4.71,1.15,3.9,0.44,4.13,6.27,1.66,7.05,4.39,2.12,5.37,1.39,0.35,6.02,0.08,4.13,0.48,5.54,2.45,6.95,1.98,5,2.71,4.37,2.26,2.86,2.35,5.6,6.87,1.04,3.02,2.58,5.31,2.6,1.41,1.54,3.47,2.48,0.87,2.4,8.1,,
March,,,,,,,,2.17,3.51,2.6,3.73,1.86,1.19,0.98,3.79,4.1,5.77,3.44,2.17,2.72,0.88,3.27,3.04,4.04,2.34,3.81,3.35,3.87,3.66,3.6,0.87,1.85,6.94,4.61,5.08,2.29,1.92,2.83,2.13,7.31,4.09,3.28,3.32,2.06,1.98,2,2.52,6.34,2.47,1.69,3.36,0.48,2.93,3,3.36,1.91,2.74,1.94,1.98,2.31,3.13,3.4,4.24,1.3,0.92,1.85,0.92,6.34,1.65,2.78,2.26,5.85,2.51,2.37,2.92,1.96,1.79,3.71,2.35,,
April,,,,,,,,1.24,2.03,2.7,1.49,2.72,1.54,0.46,2.18,2.3,2.22,3.06,2.27,4.21,2.5,3.1,2.39,2.3,2.57,4.24,2.43,1.87,2.91,4.11,3.64,3.27,0.99,5.19,1.45,2.15,4.29,2.37,1.06,3.1,5.57,2.41,2.49,3.67,2.06,2.38,1.8,2.86,1.02,1.31,2.4,3.99,3.59,1.85,2.78,3.45,1.15,3.75,0.59,2.89,3.27,1.85,2.04,2.68,3.17,2.75,1.35,3.61,2.19,3.28,3.83,2.4,3.86,3.01,1.04,3.22,3.32,0.6,1.53,,
May,,,,,,,,2.98,0.75,3.89,2.53,2.99,3.4,1.76,3.38,0.56,0.66,2.26,3.52,2.99,2,1.13,3.81,3.78,2.93,0.81,4.14,4.38,2.91,3.44,3.59,1.43,2.85,3.4,2.9,1.89,2.56,2.4,3.02,1.83,7.57,2.85,2.28,4.31,6.11,5.77,4.6,1.78,1.22,3,2.2,2.85,4.72,1.95,3.41,1.39,0.97,2.48,5.28,1.33,1.6,2.59,4.11,3.27,3.04,4.69,1.44,3.1,1.81,4.34,1.7,2.69,2.47,2.42,2.43,4.03,1.49,1.49,4.06,,
June,,,,,,,,1.21,2.62,0.57,4.15,2.71,3.2,2,3.44,2.1,3.25,4.82,3.07,2.12,2.95,2.53,1.63,2.34,1.42,2.93,1.86,7.84,2.83,2.96,3.16,2.84,5.9,2.96,1.8,2.68,3.77,2.54,2.19,2.29,2.8,0.43,3.1,1.45,2.94,0.1,2.31,5.51,6.58,1.93,2.79,6.36,0.71,3.96,2.03,4.7,3.53,2.06,4.41,3.43,1.12,0.46,0.75,3.84,3.78,5.92,3.91,2.7,5.57,1.24,2.34,1.46,3.98,2.04,4.01,3.29,2.72,2.58,5.14,,
July,,,,,,,4.3,1.61,7.98,4.15,3.09,2.98,3.88,3.29,4.73,5.44,2.58,1.46,0.89,2.85,2.14,2.64,3.87,3.77,1.71,2.46,1.9,3.77,5.85,7.08,4.6,0.29,5.35,1.24,5.99,4.41,2.78,2.54,4.18,1.84,7.71,1.59,4.95,4.87,4.68,2.36,2.89,3.69,2.94,3.4,6.18,4.09,4.44,2.82,2.23,1.72,5.04,2.72,4.32,6.64,5.3,2.43,5.17,2.99,3.98,3.44,5,3.05,2.98,2.38,4.11,4.31,2.45,4.89,6.91,1.11,7.26,5.9,4.11,,
August,,,,,,,2.58,2.2,4.43,6.84,5.5,8.18,4.09,3.89,5.46,4.77,2.92,4.87,6.62,1.58,7.02,3.28,3.2,5.67,4.64,5.64,6.57,5.37,3.68,3.76,6.07,2.89,8.86,3.31,3.64,5.45,3.28,7.87,4.17,4.82,2.55,5.93,5.77,6.03,8.52,4.28,5.53,7.31,5.76,6.53,7.84,6.22,1.84,2.51,4.81,1.91,2.9,3.14,4.73,1.94,2.4,7.39,5.22,6.73,3.63,3.1,6.42,0.33,5.19,4.51,7.5,5.2,4.56,5.26,5.62,1.57,11.87,6.73,4.48,,
September,,,,,,,4.5,4.48,1.64,4.6,2.62,3.69,3.9,5.2,0.48,1.61,9.14,5.01,1.42,7.02,1.76,1.49,2.33,5.81,1.73,3.26,2.3,1.49,4.96,3.18,0.54,4.17,3.09,2.07,4.98,0.94,3.85,2.38,12.71,2.22,3.45,1.35,4.81,5.06,4.67,5.21,4.42,7.05,0.84,2.35,3.77,3.45,5.27,1.01,3.49,7.28,6.34,1.94,2.71,1.42,4.17,0.99,3.14,5.74,6.16,3.43,8.29,3.37,3.18,1.64,7.8,3.32,4.27,4.51,4.49,3.87,4.28,8.09,4.42,,
October,,,,,,,5.88,2.72,2.34,3.62,3.79,4.83,5.31,4.19,4.2,4.25,4.8,2.41,4.58,3.47,6.56,3.86,5.56,9.72,2.9,5.06,7.36,4.03,2.4,6.59,3.75,3.21,5.35,2.21,2.84,2.28,8.15,8.86,5.31,2.95,1.65,3.15,0.58,5.87,5.39,5.14,4.31,4.29,6.09,7.2,6.57,3.08,8.51,5.12,6.45,9.09,5.32,2.37,10.4,2.54,4.27,5.13,7.78,3.92,5.83,7.24,1.17,0.96,3.21,4.88,3.23,1.18,4.57,1.96,7.94,2.65,3.76,5.87,4.21,,
