"BOLTON, QUEENS PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2845,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,4.28,1.35,4.53,4.98,3.10,6.23,3.70,3.40,3.72,4.90,,
February,3.72,4.55,1.64,1.61,2.28,4.50,4.77,1.73,4.71,1.15,,
March,0.87,1.85,6.94,4.61,5.08,2.29,1.92,2.83,2.13,7.31,,
April,3.64,3.27,0.99,5.19,1.45,2.15,4.29,2.37,1.06,3.10,,
May,3.59,1.43,2.85,3.40,2.90,1.89,2.56,2.40,3.02,1.83,,
June,3.16,2.84,5.90,2.96,1.80,2.68,3.77,2.54,2.19,2.29,,
July,4.60,0.29,5.35,1.24,5.99,4.41,2.78,2.54,4.18,1.84,,
August,6.07,2.89,8.86,3.31,3.64,5.45,3.28,7.87,4.17,4.82,,
September,0.54,4.17,3.09,2.07,4.98,0.94,3.85,2.38,12.71,2.22,,
October,3.75,3.21,5.35,2.21,2.84,2.28,8.15,8.86,5.31,2.95,,
November,7.51,3.91,3.46,4.80,6.17,1.92,2.90,6.01,3.09,4.03,,
December,3.83,7.55,4.65,3.08,6.73,8.97,2.89,2.67,9.76,7.83,,
Total,45.56,37.31,53.61,39.46,46.96,43.71,44.86,45.60,56.05,44.27,,
Calc annual,45.56,37.31,53.61,39.46,46.96,43.71,44.86,45.60,56.05,44.27,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
