ST BOSWELLS ELLISTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT569288,Long,-2.684706,Lat,55.550983,Elevation,352,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,2.88,4.49,1.58,3.73,0.78,5.33,2.79,1.33,1.11,1.42,1.8,2.42,4.47,2.3,3.36,1.66,1.74,0.72,3.26,1.31,1.42,0.84,2.33,2.86,1.16,1.35,0.66,3.07,3.32,1.57,1.25,4.26,2.32,0.87,2.48,0.78,,1.87
February,,,3.82,1.51,2.01,1.24,3.98,2.29,1.36,2.45,2.33,2.63,2,2.09,3.09,2.96,1.06,0.56,1.43,1.78,0.9,0.08,1.72,2.75,4.89,0.74,1.46,1.3,1.44,1.7,4.39,1.13,1.55,3.37,2.47,1.11,1.2,1.31,,1.62
March,,,3.28,1.64,1.54,1.25,3.09,2.15,1.05,2.33,2.1,2.09,2.27,2.35,1.79,1.32,3.13,1.84,2.36,2.38,1.56,3.26,1.49,0.87,0.85,3.01,2.14,3.75,1.19,2.67,1.14,1.35,0.96,3.44,2.19,2.73,1.86,1.92,,3.88
April,,,1.58,0.48,1.74,0.72,2.61,3.38,1.83,1.89,2.37,1.47,3.14,1.1,1.19,2.33,1.66,1.23,1.85,3.13,1,0.61,1.5,0.7,1,1.08,0.79,1.35,3.01,2.16,2.57,1.8,1.77,1.03,1.66,2.59,0.97,2.24,,3
May,,,3.47,2.18,1.49,1.42,0.99,2.3,3.7,1.62,0.75,2.29,2.02,1.15,2.16,3.04,4.07,1.34,0.96,1.56,1.57,1.72,3.2,1.61,4.14,0.84,0.71,1.1,1.51,2.96,1.49,1.98,2.67,1.37,2.57,0.89,5.89,4.01,,1.75
June,,,2.95,1.22,1.03,2.61,2.71,2.73,2.4,4.58,1.22,2.43,3.96,4.13,0.61,0.89,1.29,0.57,2.37,1.26,2.92,0.92,3.27,2.05,3.96,1.65,2.45,3.04,1.67,1.76,5.02,1.93,2.19,1.45,2.36,1.47,2.38,3.96,,1.27
July,,,4.94,3.73,2.69,3.93,1.53,4.51,0.95,3.89,4.08,2.25,3.6,3.77,5.95,1.54,2.72,2.45,4.06,5.13,2.39,3.21,1.69,2.1,1.89,5.41,3.37,2.1,0.79,2.88,2.82,3.61,2.37,3.88,2.48,2.25,2.08,2.98,,2.07
August,,,5.41,3.89,5.32,2.26,3.76,6.97,4.4,3.13,0.8,4.91,2.3,2.56,1.48,1.93,1.05,1.61,2.52,4.58,4.86,5.77,4.28,2.48,4.41,4.41,1.53,3.54,1.72,1.21,4.71,3.42,2.89,2.87,2.57,3.99,5.43,2.87,,2.65
September,,,4.59,3.25,2.32,3.2,3.04,2.22,2.9,1.83,3.54,3.09,2.2,4.07,3.24,2.7,2.4,4.79,0.84,1.11,1.38,4.06,1.84,0.89,0.73,0.23,4.68,2.63,1.12,3.3,1.46,1.21,1.51,2.71,0.75,2.17,0.7,0.86,,2.49
October,,,3.9,3.57,3.91,3.05,2.59,4.01,2.03,1.19,3.09,2.78,2.7,3.19,0.95,2.64,3.9,0.94,1.71,4.41,1.71,2.08,3.98,1.66,3.07,5.02,3.89,1.45,4.15,1.72,3.66,2.16,1.72,7.81,0.73,2.06,5.95,4.97,,3.82
November,,,3.93,2.33,3.87,4.04,3.18,3.51,3.9,1.74,4.46,3.65,3.22,2.39,1.71,1.1,3.26,3.18,5.19,0.74,4.14,2.23,1.87,2.24,2.36,3.48,0.85,2.08,3.17,3.38,4.42,3.34,1.5,1.53,1.6,3.14,2.75,2.09,,1.38
December,,,3.81,1.53,3.25,2.54,7.64,1.44,2.62,1.86,2.76,1.99,5.86,1.3,2.97,1.11,2.85,1.89,2.18,1.79,1.34,5.3,0.96,3.1,2.12,2.29,4.39,3.78,2.18,2.39,3.64,3.61,3.29,1.38,1.75,0.9,2.47,3.4,,2.06
Total,,,44.56,29.82,30.75,29.99,35.9,40.84,29.93,27.84,28.61,31,35.07,30.52,29.61,23.86,30.75,22.06,27.21,28.59,27.03,30.55,27.22,21.29,31.75,31.02,27.42,27.47,22.61,29.2,38.64,27.11,23.67,35.1,23.45,24.17,34.16,31.39,,27.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1870-1879_11_pt1-page-062.jpg. Record notes that 1870 and 1871 records estimated by apportioned values from three other sites therefore omitted in this file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1880-1889_14_pt1-page-066.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_23_pt1-page-063.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TYRain_1900-1909_27_pt1-page-084.csv; record notes that 1908 values from Monksford - St Boswells Monksford, therefore omitted from this file. JacsHu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
