"BRAMPTON DENTON HOUSE",,,,,,,,,,,,
Grid ref,NY583625,Long,-2.652677,Lat,54.955387,,,,,,,
Station no,RR1567,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.99,1.84,2.75,4.51,,,4.64,,,,,
February,2.76,0.95,0.74,4.37,,,1.85,,,,,
March,0.40,1.74,2.68,3.37,,,1.83,,,,,
April,3.43,1.54,1.44,1.51,,,1.04,,,,,
May,1.93,1.20,1.80,2.10,,,5.16,,,,,
June,5.37,1.61,1.51,1.72,,,2.39,,,,,
July,2.20,1.20,3.73,5.21,,,2.42,,,,,
August,6.27,3.26,1.95,6.32,,,5.31,,,,,
September,2.17,1.06,1.06,4.42,,,1.47,,,,,
October,5.35,3.32,3.22,8.21,,,4.30,,,,,
November,3.14,4.60,1.03,2.55,,,2.86,,,,,
December,3.95,3.84,3.40,2.35,,,2.37,,,,,
Total,39.96,26.16,25.31,46.64,,,35.64,,,,,
Calc annual,39.96,26.16,25.31,46.64,0.00,0.00,35.64,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,0.00,NaN,NaN,NaN,,
