LYNDHURST-CUFFNELLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU288074,Long,-1.5912,Lat,50.8659,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,1.01,2.14,4.37,3.55,1.4,,,,,,,3.04,5.09,0.22,8.9,2.26,1.34,1.01,3.92,,6,7.07,0.88,4.28,1.58,1.66,4.81,6.28,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,0,1.32,4.48,3.19,0.12,0.44,,,,,,,1.85,4.72,0.98,3.61,1.66,2.36,0.17,4.86,,3.71,1.63,5.77,6.6,5.89,1.36,1.83,3.78,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,3.05,0.95,0.44,2,2.07,3.52,,,,,,,4.03,1.92,5.32,1.79,1.1,3.67,5.3,1,,5.5,4.04,6.53,1.37,4.83,3.64,1.46,6.18,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,0.96,0.84,0.04,2.14,3,0.62,,,,,,,2.85,1.26,2.14,1.63,5.11,3.01,1.22,3,,0.76,3.56,1.37,0.5,0.87,1.73,2.96,2.13,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,3,1.15,0.69,1.4,0.28,0.24,,,,,,,3.42,4.06,0.5,2.5,2.01,1.72,1.65,1.71,,0.88,3.17,1.52,3.09,1.85,1.85,1.6,1.2,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,-999,1.51,0.95,1.8,1.89,1.95,,,,,,,3.42,1.19,2.8,1.9,2.3,0.74,5.48,2.89,,5.13,0.56,0.64,0.5,2.18,2.57,1.46,0.79,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,-999,3.59,3.8,4.44,3.47,1.18,,,,,,,3.18,3.78,0.29,1.88,1.53,2.03,2.89,2.84,,2.62,1.15,3.45,6.52,1.26,4.1,4.46,1.82,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,5.23,4.96,1.44,1.71,2.61,3.5,,,,,,,5.21,3.54,3.11,2.03,1.53,3.61,3.09,1.68,,8.56,0.86,2.93,1.84,4.55,7.07,3.44,3.8,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.33,2.76,1.8,2.38,0.16,8.38,,,,,,,2.61,2.69,2.07,1.1,0.72,3.23,4.59,0.26,,1.44,5.15,2.37,3.49,4.59,2.48,6.37,2.18,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,10.75,5.53,4.23,4.94,3.23,3.29,,,,,,,9.69,3.09,1.44,6.71,9.48,1.9,11.61,5.25,,6.27,5.35,2.66,4.1,4.17,5.07,2.73,0.93,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
