"BARNSTAPLE ARLINGTON COURT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,4.90,7.88,6.61,6.44,8.60,4.20,6.50,4.23,3.52,,
February,,4.86,5.48,1.70,3.46,2.68,6.52,5.26,3.31,5.49,,
March,,2.57,4.99,4.63,3.83,2.12,6.62,4.03,3.22,1.22,,
April,,5.77,3.18,1.53,2.80,3.56,3.80,4.35,3.40,1.97,,
May,,1.01,3.38,3.83,0.77,3.50,0.80,3.73,5.34,3.03,,
June,,1.86,6.16,3.24,0.89,5.45,2.62,2.56,4.35,7.48,,
July,,10.11,7.93,7.37,3.09,4.03,2.90,6.49,2.06,5.49,,
August,,3.40,3.01,6.96,7.37,4.80,4.65,7.41,8.51,7.94,,
September,,5.04,6.83,6.14,4.49,6.87,7.68,1.23,5.39,4.94,,
October,,7.40,8.80,6.55,7.34,8.38,4.00,5.12,7.09,3.35,,
November,,2.67,6.61,3.52,3.15,8.54,3.80,11.28,5.48,1.10,,
December,,3.80,7.61,2.64,6.59,2.81,8.76,5.69,3.66,2.46,,
Total,38.00,53.39,71.86,54.72,50.22,61.34,56.35,63.65,56.04,47.99,,
Calc annual,0.00,53.39,71.86,54.72,50.22,61.34,56.35,63.65,56.04,47.99,,
Difference,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
