DEDHAM-DALETHORPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM045332,Long,0.975004,Lat,51.959661,Elevation,54,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,2.1,2.73,0.54,0.55,1.88,2.16,0.88,2.96,1.01,0.79,0.87,1.54,1.24,2.41,2.9,1.61,2.75,1.29,1.53,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,1.37,2.47,0.62,0.78,0.36,2.3,1.01,2.19,0.91,1.5,1.05,2.22,1.02,1.16,0.52,1.93,3.06,3.9,0.55,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,0.9,1.09,1.62,1.36,1.54,1.54,1.68,1.58,0.89,1.78,2.45,1.07,1.93,3.29,1.67,4.14,1.04,3.88,2.08,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,1.71,0.77,1.5,0.62,1.96,1.31,1.75,0.72,3.16,1.99,1.55,2.19,0.89,0.29,2.61,0.88,0.75,1.78,1.67,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,1.51,0.86,0.95,2.62,3.74,1.73,1.27,1.2,2.29,1.34,1.06,2.62,0.75,1.14,1.76,1.1,2.07,2.45,1.39,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,1.61,2.26,2.59,2.89,3.41,0.97,3.37,2.28,1.93,0.76,4.07,1.85,1.92,1.98,1.36,1.09,0.55,2.62,0.95,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,4.24,0.91,1.33,1.31,4.93,1.77,0.14,0.73,1.79,4.08,3.48,3,0.45,1.71,1.5,1.82,3.72,1.05,2.29,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,0.65,2.39,1.46,3.1,3.49,1.44,1.72,0.51,2.13,1.72,2.26,2.88,0.55,6.06,0.82,0.66,2.6,3.75,4.61,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,2.38,0.73,0.85,1.06,2.59,0.94,1.32,1.3,0.63,0.55,2.5,0.77,1.54,2.67,0.9,0.95,1.56,0.99,1.03,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,1.87,1.82,1.88,1.38,4.15,0.85,1.25,3.55,2.86,1.46,3.97,1.29,2.28,1.57,3.13,1.44,1.24,2.5,3.67,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
