"HORSHAM (WHITE'S BRIDGE) - POND TAIL DEPOT FROM 1956",,,,,,,,,,,,
Grid ref,TQ188291,Long,-0.306548,Lat,51.048973,,,,,,,
Station no,465/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.12,2.62,1.61,1.72,3.46,4.72,2.55,3.40,2.92,3.03,,
February,6.67,0.88,1.76,2.87,1.84,0.36,4.67,2.56,0.10,1.99,,
March,3.44,3.27,0.34,3.57,1.30,0.95,1.37,2.06,2.58,1.08,,
April,2.47,2.10,2.31,0.45,0.37,1.64,0.13,1.05,2.85,1.03,,
May,2.46,2.06,2.04,2.16,3.85,0.35,1.12,2.92,0.84,1.56,,
June,1.92,1.41,1.85,5.04,2.05,2.53,1.32,4.36,1.15,2.82,,
July,1.92,1.31,3.27,3.21,0.48,3.83,3.89,1.64,1.53,3.85,,
August,5.48,2.64,2.02,3.32,0.85,3.10,3.11,3.74,2.07,4.01,,
September,2.50,3.19,3.50,2.38,2.24,3.81,3.11,4.34,0.08,3.52,,
October,1.61,3.79,4.45,2.67,3.85,1.53,1.87,3.83,3.41,7.22,,
November,6.60,4.11,1.55,6.82,1.44,0.95,2.68,2.39,3.46,6.56,,
December,3.50,2.88,0.99,2.69,3.70,5.39,2.77,3.85,7.45,3.94,,
Total,42.69,30.26,25.69,36.90,25.43,29.16,28.59,36.14,28.44,40.61,,
Calc annual,42.69,30.26,25.69,36.90,25.43,29.16,28.59,36.14,28.44,40.61,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
