BISHOPS WALTHAM SWANMORE HOUSE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,702,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.28,5.25,6.53,2.34,4.30,5.07,5.60,2.84,6.06,1.71,5.61,
February,0.68,0.22,4.29,7.47,0.67,6.10,2.50,5.21,2.63,1.47,1.27,
March,2.47,1.37,3.29,2.43,1.84,0.67,0.70,4.15,3.17,0.20,1.62,
April,5.36,1.29,4.74,3.98,4.22,3.52,3.60,2.27,1.97,0.80,2.95,
May,1.81,2.06,1.62,2.68,4.47,5.11,1.75,1.11,1.72,2.37,2.36,
June,2.76,0.03,1.99,0.51,2.68,0.04,2.70,3.17,2.62,1.92,0.60,
July,6.43,0.33,5.17,1.07,5.06,3.82,2.61,3.86,1.83,1.63,2.68,
August,1.65,2.92,3.75,3.17,4.17,4.38,1.32,4.97,2.86,2.18,5.14,
September,2.60,0.99,2.35,2.13,7.32,3.70,1.06,6.93,1.06,0.29,3.76,
October,4.01,0.93,1.47,7.80,5.52,4.98,2.73,2.81,7.75,4.24,1.86,
November,2.54,3.49,3.03,2.44,3.24,4.00,6.98,3.87,3.57,9.47,6.17,
December,4.18,2.78,5.62,4.92,6.45,4.70,0.45,4.69,3.42,8.55,4.59,
Total,39.77,21.66,43.85,40.94,49.94,46.09,32.00,45.88,38.66,34.83,38.61,
Calc annual,39.77,21.66,43.85,40.94,49.94,46.09,32.00,45.88,38.66,34.83,38.61,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
