LOUGHBOROUGH-FAIRMOUNT-DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK5218618601,Long,-1.2280788,Lat,52.762499,Elevation,210,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2518/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,1.93,2.51,0.94,3.8,3.56,2.56,5.24,2.98,3.51,3.05,3.98,2.41,1.77,1.98,1.92,4.62,1.2,0.76,2.68,2.36,0.79,1.18,2.32,3.7,1.58,2.42,2.68,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.77,0.57,2.11,2.12,3.53,0.65,1.3,3.26,2.14,0.85,0.66,2.35,2.23,3.78,1.39,1.43,0.74,4.25,3.07,0.57,1.28,2.6,2.01,0.57,2.41,3.11,0.07,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,2.63,1.74,0.73,1.55,2.43,0.18,1.77,2.1,2.78,1.81,1.33,0.16,0.79,0.83,5.09,0.65,1.52,1.06,3.18,2.97,1.51,2.21,2.84,1.03,1.77,1.76,1.49,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,1.07,2.82,3.09,1.77,2.65,0.03,1.65,1.41,1.52,1.52,0.86,2.27,1.62,1.58,2.21,1.61,2.8,2.3,1.68,1.89,2.07,0.38,0.98,1.06,0.23,0.74,2.53,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.95,0.99,0.43,,2.39,1.93,1,1.54,2.39,3.66,2.82,0.7,2.26,1.48,1.53,2.67,2.07,2,3.62,2.5,2.31,2.79,4.01,0.58,1.18,1.98,0.41,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,3.17,0.6,2.47,3.49,1,1.72,1.23,0.91,0.81,0.96,1.84,1.69,2.42,2.69,1.7,1.81,0.42,1.21,1.15,1.82,2.82,2.6,3.81,2.96,1.34,3.68,1.22,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,1.85,1.38,0.22,4.64,2.99,2.51,3.43,3.12,3.75,2.5,0.96,1.88,2.82,1.77,3.05,1.28,4.27,2.2,0.75,0.31,1.55,2.46,1.31,2.04,2.64,3.82,0.8,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,0.57,2.02,1.81,0.58,0.48,2.12,3.18,0.2,4.4,2.16,1.62,1.86,2.21,4.85,0.25,4.83,1.85,2.44,4.6,2.11,2.58,4.49,0.44,4.63,2.52,1.77,0.86,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,1.91,1.5,4.91,2.58,1.54,1.9,0.6,0.6,0.48,0.91,1.72,3.56,1.04,3.24,1.02,2.24,1.32,2.23,1.29,1.57,1.59,1.81,1.12,1.6,5.45,3.07,0.06,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,2.92,1.4,3.49,1.25,2.82,2.24,2.8,3.97,2.35,2.66,2.06,2.68,3.61,1.17,0.24,2.33,5.46,0.76,0.74,2.34,2.93,3.07,1.4,1.62,1.25,2.16,1.71,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
