"LOUGHBOROUGH (FAIRMOUNT DRIVE)",,,,,,,,,,,,
Grid ref,SK520186,Long,-1.230835,Lat,52.762508,,,,,,,
Station no,2518/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.68,2.36,0.79,1.18,2.32,3.70,1.58,2.42,2.68,5.84,,
February,3.07,0.57,1.28,2.60,2.01,0.57,2.41,3.11,0.07,1.70,,
March,3.18,2.97,1.51,2.21,2.84,1.03,1.77,1.76,1.49,1.42,,
April,1.68,1.89,2.07,0.38,0.98,1.06,0.23,0.74,2.53,1.13,,
May,3.62,2.50,2.31,2.79,4.01,0.58,1.18,1.98,0.41,1.37,,
June,1.15,1.82,2.82,2.60,3.81,2.96,1.34,3.68,1.22,2.34,,
July,0.75,0.31,1.55,2.46,1.31,2.04,2.64,3.82,0.80,2.42,,
August,4.60,2.11,2.58,4.49,0.44,4.63,2.52,1.77,0.86,4.11,,
September,1.29,1.57,1.59,1.81,1.12,1.60,5.45,3.07,0.06,3.56,,
October,0.74,2.34,2.93,3.07,1.40,1.62,1.25,2.16,1.71,4.61,,
November,4.77,1.96,1.30,4.74,1.47,0.78,1.97,1.15,2.19,2.82,,
December,1.99,2.74,0.70,2.44,1.54,2.94,1.63,2.72,3.25,3.26,,
Total,29.52,23.14,21.43,30.77,23.25,23.51,23.97,28.38,17.27,34.58,,
Calc annual,29.52,23.14,21.43,30.77,23.25,23.51,23.97,28.38,17.27,34.58,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
