BOLTON W.W. (BROWN LOWE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD684193,Long,-2.479758,Lat,53.669214,Elevation,1200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,6.24,5.49,13.71,2.21,7.24,8.13,6.35,3.63,4.62,3.12,5.75,4.71,6.25,6.08,,1.65,5.41,7.44,7.49,4.32,5.97,4.36,10.73,4.02,4.79,5.41,4.59,2.87,6.54,3.08,6.21,4.89,5.53,3.46,6.6
February,,,,,,,6.04,2.83,5.98,1.62,0.48,6.92,0.18,4.53,0.56,7.82,2.85,6.8,2.43,5.56,,5.92,2.21,4.38,2.81,7.11,7.48,1.46,3.62,3.56,5.92,3.64,2.26,1.58,4.67,2.62,1.24,4.12,8.83,1.13,4.15
March,,,,,,,2.72,6.37,3.97,2.21,3.53,0.85,4.35,3.81,3.37,2.1,4.54,2.16,2.46,3.04,3.97,4.12,3.88,1.57,1.45,1.85,1.36,6.62,2.59,2.36,3.39,5.64,2.95,2.84,3.67,2.46,2.13,5.18,2.59,2.62,1.74
April,,,,,,,2.12,4.38,1.67,1.6,3.17,4.38,4.8,2.76,3.39,4.23,1.35,5.42,1.07,3.57,3.31,2.29,2.72,3.15,3.11,2.6,1.53,3.72,2.61,5.22,4.52,3.33,4.26,4.22,1.41,3.89,3.16,0.83,2.08,3.77,3.21
May,,,,,,,4.05,2.05,1.3,4.17,3.27,3.09,5.71,2.67,5.24,1.39,1.14,2.63,5.5,2.26,1.05,3.96,4.74,3.89,4.15,4.27,1.79,3.01,2.24,4.28,2.51,2.98,3.02,3.56,3.48,5.29,2.29,2.7,5.68,2.15,2.55
June,,,,,,,3.52,6.07,8.34,2.61,2.91,7.33,1.35,3.46,2.72,4.55,5.92,2.91,6.09,4.73,-999,0.85,1.01,4.87,4.49,5.19,3.84,3.75,7.38,1.43,3.21,1.74,5.63,3.64,4.62,4.59,3.34,2.86,5.11,2.83,1.76
July,,,,,,,4.73,5.38,3.68,5.33,7.54,6,5.86,4.2,2.78,2.55,6.7,2.82,6.98,9.32,7.22,2.84,8.04,4.08,5.21,4.01,4.74,4.25,3.45,3.11,5.46,5.28,4.08,6.54,9.82,1.26,7.45,9.18,4.85,6,11.6
August,,,,,,,5.25,8.05,9.24,7.27,9.83,6.7,1.83,4.05,7.14,2.31,3.57,3.81,3.69,4.02,3.84,8.24,7.37,9.35,4.4,3.45,8.83,0.29,7.28,3.48,8.31,5.77,5.84,6.13,8.3,1.74,14.22,9.06,5.58,0.61,6.38
September,,,,,,,5.63,8.27,1.65,2.73,4.58,5.22,8.52,1.29,4.74,8.91,5.84,2.43,3.57,2.04,6.38,1.83,4.44,6.72,8.54,3.83,8.9,5.22,4.13,3.15,10.77,4.09,6.31,5.98,6.86,6.07,4.53,11.25,5.66,0.51,3.97
October,,,,,,,4.5,5.51,7.81,9.64,8.16,3.75,10.13,5.44,7.91,11.88,6.85,2.8,12.02,3.17,5.66,6,11.01,5.1,7.45,7.6,1.82,1.59,4.18,5.74,4.52,1.24,5.96,2.75,10.85,3.65,3.54,9.73,5.93,6.03,5.37
November,,,,,,,8.46,6.38,8.84,10.63,8.62,10.2,4.46,3.04,3.18,6.19,8.19,2.33,8.4,9.47,9.03,3.98,1.75,5.22,8.42,0.96,8.77,6.72,2.89,7.73,8.28,10.26,3.73,7.69,9.57,3.76,2.31,2.68,2.27,6.4,8.38
December,,,,,,,2.62,1.55,4.05,9.47,5.83,3.7,2.82,0.79,8.92,5.38,6.27,2.97,6.35,3.83,6.7,4.12,5.93,3.62,5.24,4.12,5.36,5.06,5.81,8.66,4.08,12.44,5.64,2.58,8.33,6.75,5.48,7.09,5.05,10.62,6.03
Total,,,,76.5,67.58,59,55.88,62.33,70.24,59.49,65.16,66.27,56.36,39.67,54.57,60.43,58.97,41.79,64.81,57.09,,45.8,58.51,59.39,62.76,49.31,60.39,46.05,56.91,52.74,65.76,61.82,54.27,50.38,78.12,45.16,55.9,69.57,59.16,46.13,61.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923 total not transcribed from original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 total not transcribed from orignal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Jan 3.9; Feb 3.5 and total estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
