Rainfall at,GUISBOROUGH LOCKWOOD RESERVOIR
,
Station no,,
,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,3.60,4.38,2.62,1.81,,,,,,,,
February,1.09,0.38,1.79,4.62,,,,,,,,
March,2.75,1.51,2.60,1.19,,,,,,,,
April,3.58,1.50,1.88,1.85,,,,,,,,
May,1.95,1.64,2.13,4.37,,,,,,,,
June,0.91,0.59,2.39,1.54,,,,,,,,
July,5.45,1.79,5.30,2.60,,,,,,,,
August,2.39,5.99,3.28,3.83,,,,,,,,
September,1.69,0.91,3.68,2.40,,,,,,,,
October,2.24,1.99,1.78,2.45,,,,,,,,
November,0.65,2.36,1.96,6.01,,,,,,,,
December,2.50,2.22,4.78,3.43,,,,,,,,
Total,28.80,25.26,34.19,36.10,,,,,,,,
Calc annual,28.80,25.26,34.19,36.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
