WEST BYFLEET (STARCROSS),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,228,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.34,1.57,1.48,1.99,0.83,4.35,4.47,,,,,
February,1.34,0.18,3.51,0.24,2.61,1.79,3.89,,,,,
March,0.18,1.31,2.77,2.24,0.78,1.24,3.46,,,,,
April,4.59,2.38,0.78,2.38,3.29,1.53,2.64,,,,,
May,2.54,4.03,3.33,0.68,1.45,0.78,2.23,,,,,
June,1.85,1.16,2.20,1.39,3.04,3.25,1.79,,,,,
July,3.39,3.34,1.25,2.72,2.53,2.69,0.92,,,,,
August,4.50,0.99,0.68,2.27,3.23,0.80,1.50,,,,,
September,1.87,1.92,2.25,1.49,3.91,2.73,1.74,,,,,
October,0.63,4.94,2.07,1.75,2.66,2.36,3.11,,,,,
November,2.80,1.73,0.85,2.54,5.88,3.26,1.51,,,,,
December,0.56,0.41,0.45,5.09,2.44,2.16,4.97,,,,,
Total,25.59,23.96,21.62,24.78,32.65,26.94,32.23,,,,,
Calc annual,25.59,23.96,21.62,24.78,32.65,26.94,32.23,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,,
