"STARCROSS, WEST BYFLEET",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,228,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,2.78,1.53,2.57,2.19,3.17,1.84,3.30,1.31,3.46,
February,,,2.34,3.37,0.46,3.75,2.18,4.23,1.81,0.44,0.65,
March,,,2.08,2.70,1.13,0.64,0.37,2.59,1.67,0.04,1.20,
April,,,2.76,2.20,3.10,2.38,3.24,1.77,2.11,1.01,1.65,
May,,,0.67,2.58,3.11,1.91,1.60,0.85,2.20,2.09,2.41,
June,,,1.08,0.39,3.10,0.03,3.17,3.23,2.15,1.59,1.55,
July,,,2.63,1.79,3.80,3.65,1.88,3.15,2.08,1.16,2.69,
August,,,2.62,1.72,2.87,3.49,0.82,3.20,2.50,2.42,3.08,
September,,,1.38,1.39,3.39,2.59,1.56,4.52,1.27,0.23,2.90,
October,,,0.94,6.59,3.74,2.71,2.34,1.30,4.63,3.06,1.04,
November,,,1.46,1.55,2.74,1.77,4.74,3.21,1.57,6.06,4.89,
December,,,3.80,2.36,3.86,3.04,0.28,4.05,2.22,6.09,1.95,
Total,,,24.54,28.17,33.87,28.15,25.35,33.94,27.51,25.50,27.47,
Calc annual,0.00,0.00,24.54,28.17,33.87,28.15,25.35,33.94,27.51,25.50,27.47,
Difference,NaN,NaN,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
