"ASHTEAD THE HUT",,,,,,,,,,,,
Grid ref,TQ180575,Long,-0.308641,Lat,51.304399,,,,,,,
Station no,133,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.17,,
February,,,,,,,,,,0.49,,
March,,,,,,,,,,3.94,,
April,,,,,,,,,,1.84,,
May,,,,,,,,,,1.41,,
June,,,,,,,,,,3.58,,
July,,,,,,,,,,3.19,,
August,,,,,,,,,,2.39,,
September,,,,,,,,,,3.50,,
October,,,,,,,,,,4.43,,
November,,,,,,,,,,0.75,,
December,,,,,,,,,,3.73,,
Total,,,,,,,,,,30.42,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.42,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
