"BROMSGROVE STOKE REFORMATORY",,,,,,,,,,,,
Grid ref,SO944672,Long,-2.083547,Lat,52.302891,,,,,,,
Station no,RR1160,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.05,1.08,0.78,1.79,2.27,0.77,3.54,0.83,,,,
February,3.63,1.05,1.46,1.23,2.86,0.50,1.51,0.64,,,,
March,0.79,1.14,1.36,3.63,1.03,3.38,0.82,0.63,,,,
April,1.22,1.85,2.24,1.34,1.24,1.88,1.09,2.02,,,,
May,1.75,1.23,2.66,3.76,4.01,0.40,2.08,,,,,
June,2.02,1.92,2.48,1.64,0.61,2.35,3.07,,,,,
July,2.25,1.47,1.21,2.76,2.49,0.92,0.80,,,,,
August,3.07,2.10,4.37,3.61,1.62,5.13,0.96,,,,,
September,0.61,1.12,0.65,2.96,1.96,0.81,0.95,,,,,
October,2.93,1.01,2.11,6.19,0.60,1.14,4.34,,,,,
November,2.04,0.67,2.13,1.60,0.99,2.29,2.33,,,,,
December,4.34,3.73,1.36,1.20,1.75,0.65,1.75,,,,,
Total,27.70,18.37,22.81,31.71,21.43,20.22,23.24,,,,,
Calc annual,27.70,18.37,22.81,31.71,21.43,20.22,23.24,4.12,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,,
