"HESLINGTON (YORK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3384,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.41,1.64,3.65,3.32,1.69,2.80,0.69,3.37,1.88,2.83,,
February,2.49,1.13,1.36,0.67,1.22,2.87,2.88,0.88,2.15,1.10,,
March,0.58,1.19,3.02,2.25,2.00,1.31,3.02,1.91,1.20,3.11,,
April,2.70,1.08,0.09,2.71,0.59,1.03,1.02,2.18,1.06,1.42,,
May,2.60,1.30,3.17,2.05,1.40,1.65,2.36,1.27,2.45,0.95,,
June,2.15,3.00,6.02,1.54,1.98,1.24,1.77,2.61,1.01,1.16,,
July,2.98,1.74,3.76,0.51,4.05,3.57,1.79,1.04,3.23,3.85,,
August,3.06,1.79,5.03,0.87,1.30,2.31,2.93,6.00,2.78,2.88,,
September,0.32,2.69,1.78,1.42,1.06,1.96,1.06,0.86,6.73,1.01,,
October,2.16,2.66,2.34,2.48,1.92,0.97,3.03,3.28,1.44,3.71,,
November,2.75,3.30,2.42,2.33,2.84,1.76,1.92,1.94,1.78,2.00,,
December,2.52,4.18,2.17,1.47,4.39,5.26,2.09,1.07,3.76,4.06,,
Total,26.72,25.70,34.81,21.65,24.44,26.73,24.56,26.41,29.47,28.08,,
Calc annual,26.72,25.70,34.81,21.62,24.44,26.73,24.56,26.41,29.47,28.08,,
Difference,0.00,0.00,0.00,0.03,0.00,-0.00,0.00,0.00,0.00,-0.00,,
