"YORK (HESLINGTON)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3384,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.98,2.01,2.11,1.98,2.28,3.72,3.39,2.86,,,,
February,2.10,0.51,4.96,1.85,2.75,2.27,3.51,1.54,,,,
March,0.57,2.05,2.16,2.23,0.87,1.28,2.41,0.33,,,,
April,3.65,2.05,1.08,2.68,2.33,1.64,3.71,0.17,,,,
May,2.42,6.13,2.75,1.16,1.07,1.33,3.29,3.38,,,,
June,3.98,0.58,1.63,2.09,2.09,3.57,1.94,2.87,,,,
July,4.29,3.43,1.22,1.48,0.30,3.09,1.78,2.78,,,,
August,3.14,1.67,0.49,1.54,2.67,2.42,1.63,2.14,,,,
September,3.78,2.29,2.06,1.59,5.18,1.65,1.02,1.58,,,,
October,1.17,3.21,3.72,1.96,4.78,1.75,3.09,3.61,,,,
November,4.45,1.78,2.97,1.89,4.35,3.20,2.26,2.91,,,,
December,1.09,1.39,0.78,4.70,2.69,1.48,2.83,4.77,,,,
Total,32.62,27.10,25.93,25.15,31.36,27.40,30.86,28.94,,,,
Calc annual,32.62,27.10,25.93,25.15,31.36,27.40,30.86,28.94,0.00,0.00,,
Difference,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,NaN,NaN,,
