"BOLTON BY BOWLAND, BOLTON HALL",,,,,,,,,,,,
Grid ref,SD786493,Long,-2.327475,Lat,53.939367,,,,,,,
Station no,RR4462,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,5.26,3.02,7.96,2.73,5.80,2.57,,
February,,,,,4.55,3.34,4.72,3.44,3.42,3.23,,
March,,,,,3.37,4.15,4.98,5.69,3.57,3.11,,
April,,,,,5.02,3.44,1.64,2.41,2.75,4.19,,
May,,,,,3.26,0.33,5.54,4.76,3.89,2.26,,
June,,,,,1.82,3.60,1.98,8.98,2.46,1.97,,
July,,,,,1.38,2.16,2.01,2.84,4.03,6.67,,
August,,,,,6.36,5.87,4.13,4.59,4.34,2.73,,
September,,,,,1.77,3.85,1.45,0.95,5.76,3.10,,
October,,,,,3.04,4.40,7.62,4.42,2.05,5.43,,
November,,,,,4.49,5.51,5.24,3.53,4.10,2.73,,
December,,,,,4.10,1.64,5.24,6.72,3.68,8.36,,
Total,,,,,44.42,41.31,52.51,51.06,45.85,46.35,,
Calc annual,0.00,0.00,0.00,0.00,44.42,41.31,52.51,51.06,45.85,46.35,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,,
