TARPOLEY (SANDYFORD W.W.),,,,,,,,,,,,
Grid ref,SJ567667,Long,-2.649580,Lat,53.195608,,,,,,,
Station no,2772/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.05,3.00,1.23,1.53,2.08,4.18,1.49,2.77,3.28,5.22,,
February,2.13,1.22,1.30,2.08,2.07,0.69,2.63,4.56,0.33,2.56,,
March,5.18,1.72,1.19,2.47,2.10,1.44,2.60,1.70,1.37,1.42,,
April,2.01,2.04,2.79,0.78,1.53,2.67,0.44,0.78,3.51,1.57,,
May,2.82,2.04,2.24,2.73,2.92,1.33,1.31,2.06,2.63,2.57,,
June,1.43,2.08,1.82,3.65,3.34,2.33,1.71,4.40,2.00,2.61,,
July,1.69,2.23,2.85,5.11,0.54,4.86,5.20,3.89,2.31,3.57,,
August,4.04,1.53,3.41,3.12,1.23,9.57,3.86,2.15,0.97,4.33,,
September,2.08,3.94,3.11,3.49,2.57,2.38,7.60,5.26,0.21,4.11,,
October,1.08,3.59,1.46,5.12,2.04,2.44,2.91,2.75,2.39,4.95,,
November,6.86,2.19,2.20,5.25,1.48,1.73,1.50,1.93,3.41,5.23,,
December,4.02,3.64,1.44,4.04,3.28,2.50,2.33,3.30,5.17,2.88,,
Total,35.39,29.22,25.04,39.37,25.18,36.12,33.58,35.55,27.58,41.02,,
Calc annual,35.39,29.22,25.04,39.37,25.18,36.12,33.58,35.55,27.58,41.02,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
