LANGPORT-THE-GRANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST407264,Long,-2.847069,Lat,51.033887,Elevation,50,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,3.06,0.95,3.94,0.77,0.52,1.2,2.84,0.85,3.78,4.94,0.48,2.79,0.8,0.74,3.72,4.65,3.24,2.51,4.05,1.76,3.76,2.42,2.78,3.39,2.86,1.01,3.61,1.86,1.66,2.2,1.82,0.56,3.4,4.05,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,4.12,0.59,1.99,1,1.12,0.61,3.64,1.35,2.24,0.85,2.63,4.19,4.96,1.4,0.77,2.68,0.89,0.22,2.36,6.05,0.54,3.14,1.79,3.69,1.97,1.54,0.61,1.54,0.04,4.35,0.17,2.3,2.16,3.58,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,1.02,3.61,1.24,0.52,2.85,3.02,0.47,1.85,4.03,2.68,4.83,0.58,4.26,2.88,1.04,4.41,2.21,1.37,2.29,1.68,1.14,0.49,0.58,3.06,2.24,0.33,1.88,1.26,1.79,2.39,2.22,1.38,2.79,3.79,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,0.84,2.25,1.2,4.41,2.09,2.25,2.26,1.52,0.13,3.01,1.13,1.03,0.92,1.46,2,1.93,3.43,0.78,2.51,2.42,2.12,2.24,2.88,1.46,1.46,0.94,2.85,2.12,1.84,1.32,2.51,3.71,1.43,2.47,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,2.15,0.25,2.46,2.61,2.2,0.87,1.99,0.78,2.06,2.86,1.42,2.51,3.54,2.11,1.49,0.48,1.73,1.41,0.49,1.51,4.01,3.93,1.68,1.52,1.26,1.76,1.68,3.05,4.8,1.49,0.84,1.21,0.66,2.32,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,3.08,0.77,3.39,2.2,1.33,0.32,2.62,4.11,1.87,4.05,0.85,2.7,1.39,1.86,4.57,0.72,0.85,1.81,0.75,0.7,0.4,3.01,0.06,3.67,2.42,2.62,1.86,0.34,2.83,0.95,1.3,0.64,2.39,3.59,1.07,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,1.74,3.15,1.46,1.15,2.14,1.63,2.13,2.92,0.19,2.2,0.77,6,5.16,0.73,2.9,4.09,2.79,4.3,0.31,2.84,0.87,3.1,2.76,3.7,2.58,1.79,1.2,1.9,3.68,3.04,2.87,0.92,0.63,4.55,4.41,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,3.19,1.95,3.21,1.7,1.75,1.87,1.67,3.94,1.52,6.41,2.29,3.08,2.54,5.62,5.5,2.2,3.74,1.05,1.94,4.71,2,3.4,3.91,1.53,2.97,1.53,2.17,2.93,4.8,1,0.85,2.43,2.01,0.22,1.61,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,3.73,1.54,1.53,0.51,0.55,3.23,2.66,0.12,0.88,1.02,2.6,1.96,1.72,3.1,1.87,4.26,1.58,1.4,1.35,1.56,2.29,3.91,3.42,1.54,5.86,1.38,0.39,3.08,1.74,3.78,2.08,1.84,3.14,2.47,3.48,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,5.74,1.77,0.88,3.7,6.55,3.62,4.01,5.18,2.37,3.52,4.56,2.77,5.35,4.74,2.86,1.7,2.24,2.64,0.65,1.23,4.7,5.03,2.63,4.52,2.2,6.37,3.97,2.55,0.46,5.44,2.45,2.02,3.71,1.33,2.98,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
