Rainfall at,SOUTH UIST, USHENISH
,
Station no,5764/5,
,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,14.64,12.76,2.57,4.11,2.66,1.76,,0.92,1.90,0.89,2.73,
February,9.59,3.11,2.57,3.32,0.80,1.64,,0.34,1.27,0.57,0.41,
March,11.60,10.07,0.62,1.12,1.12,0.38,,0.26,1.61,0.64,1.61,
April,3.43,2.15,1.68,1.49,0.82,1.05,,0.72,0.84,0.72,1.62,
May,8.34,4.73,4.04,1.83,0.72,1.11,,0.27,0.56,1.89,0.56,
June,1.94,1.94,2.05,1.13,0.98,,,0.53,0.95,1.40,1.62,
July,4.51,2.61,2.27,1.57,0.72,1.41,,0.49,1.45,1.60,1.59,
August,2.27,3.37,2.73,2.79,0.57,0.39,,0.37,0.85,2.01,4.28,
September,6.69,3.97,1.78,3.57,0.66,0.52,,0.49,0.71,2.40,3.64,
October,3.13,4.64,2.39,4.32,0.96,0.90,,1.82,2.26,2.19,6.01,
November,8.58,2.18,2.23,1.67,0.37,0.57,,1.01,1.84,2.17,5.04,
December,4.57,4.00,3.34,2.92,1.51,1.23,,0.19,1.40,3.71,4.80,
Total,79.29,55.53,28.27,29.84,11.89,,,7.41,15.64,20.19,33.91,
Calc annual,79.29,55.53,28.27,29.84,11.89,10.96,0.00,7.41,15.64,20.19,33.91,
Difference,0.00,0.00,-0.00,-0.00,0.00,NaN,NaN,-0.00,0.00,0.00,0.00,
