"SWAFFHAM THE PADDOCKS SCHOOL GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1466,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.39,1.82,2.69,2.72,1.69,2.96,1.74,2.62,2.54,3.23,,
February,2.86,2.02,1.23,0.76,1.46,3.12,4.08,0.87,1.31,2.85,,
March,0.96,2.85,3.32,2.37,3.45,1.69,3.02,1.97,-999.00,2.46,,
April,2.78,1.18,0.37,2.56,0.68,0.95,2.06,1.93,2.49,2.24,,
May,3.41,1.64,2.00,2.03,1.22,1.47,2.09,0.48,3.22,0.51,,
June,2.45,5.03,3.80,1.24,2.20,0.80,2.70,1.11,0.61,1.62,,
July,3.66,0.22,3.77,0.98,1.18,4.56,1.06,2.49,3.58,3.43,,
August,2.13,0.72,8.16,0.90,1.34,2.05,2.59,4.96,2.14,2.76,,
September,1.14,2.75,2.89,1.28,1.01,1.33,1.36,2.74,5.65,1.16,,
October,1.58,2.62,2.56,3.76,2.16,1.17,2.83,4.00,2.08,2.75,,
November,3.39,4.54,3.19,2.49,2.43,3.40,2.91,2.19,2.22,2.28,,
December,4.11,3.71,3.07,0.65,6.17,4.22,3.12,0.98,4.10,5.09,,
Total,30.86,29.10,37.05,21.74,24.99,27.72,29.56,26.34,30.67,30.38,,
Calc annual,30.86,29.10,37.05,21.74,24.99,27.72,29.56,26.34,29.94,30.38,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,0.73,-0.00,,
