"WORSTEAD, THE GRANGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6661,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.91,,,,,,,,,,,
February,1.00,,,,,,,,,,,
March,1.01,,,,,,,,,,,
April,3.05,,,,,,,,,,,
May,1.25,,,,,,,,,,,
June,1.64,,,,,,,,,,,
July,3.28,,,,,,,,,,,
August,2.16,,,,,,,,,,,
September,2.74,,,,,,,,,,,
October,0.26,,,,,,,,,,,
November,0.62,,,,,,,,,,,
December,2.91,,,,,,,,,,,
Total,21.83,,,,,,,,,,,
Calc annual,21.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
