HOLFORD,,,,,,,,,,,,
Grid ref,ST156418,Long,-3.208560,Lat,51.169192,,,,,,,
Station no,2094/6/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.33,2.81,0.59,1.90,4.30,3.58,3.31,2.06,4.05,,,
February,4.31,1.06,1.27,2.88,3.05,0.17,5.66,3.89,0.22,,,
March,3.59,1.95,0.64,4.07,1.53,1.08,2.47,1.05,,,,
April,3.32,2.97,3.43,0.21,0.99,1.35,0.08,0.48,,,,
May,3.41,4.64,1.89,1.97,4.01,0.70,1.41,2.74,,,,
June,0.51,2.01,2.62,3.61,4.12,1.57,2.46,4.25,,,,
July,1.69,1.07,3.10,2.61,1.50,2.18,2.62,1.44,,,,
August,3.99,5.25,2.43,1.97,0.76,3.56,2.52,2.55,,,,
September,3.47,3.49,3.96,3.24,0.95,5.08,4.15,4.37,,,,
October,1.09,4.85,2.42,2.94,1.88,1.48,2.56,2.02,,,,
November,7.36,4.52,1.81,7.32,3.89,0.77,2.40,3.52,,,,
December,2.72,2.51,0.94,3.47,5.40,4.52,2.36,4.83,,,,
Total,38.79,37.13,25.10,36.19,32.38,26.04,32.00,33.20,,,,
Calc annual,38.79,37.13,25.10,36.19,32.38,26.04,32.00,33.20,4.27,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
