"REIGATE WRAY LODGE",,,,,,,,,,,,
Grid ref,TQ259514,Long,-0.197519,Lat,51.247885,,,,,,,
Station no,RR4165,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.09,1.46,0.84,2.45,5.04,1.37,5.88,1.18,1.87,1.25,,
February,5.03,1.80,1.14,1.86,3.45,1.07,2.82,1.79,1.21,0.56,,
March,0.78,2.28,1.82,3.22,1.79,4.07,1.80,1.17,3.05,3.57,,
April,1.17,2.26,0.97,2.14,1.80,1.83,0.64,3.85,2.64,1.97,,
May,1.10,1.09,2.60,2.74,2.94,0.80,1.72,2.25,2.24,1.78,,
June,2.32,1.64,3.98,5.47,1.90,5.00,2.18,1.71,1.93,2.65,,
July,1.11,1.75,1.78,3.78,1.19,0.85,0.61,1.80,3.02,4.20,,
August,2.69,2.31,3.14,4.35,1.83,2.63,1.29,2.76,4.15,2.62,,
September,1.13,1.71,0.63,3.13,1.57,2.55,1.83,0.48,1.50,3.08,,
October,2.01,2.66,2.55,7.02,2.47,1.44,4.41,3.95,2.23,5.16,,
November,2.83,0.80,2.43,2.82,1.57,4.64,5.38,2.72,0.93,0.93,,
December,3.09,4.60,1.47,2.33,3.11,0.73,2.41,3.44,2.99,4.14,,
Total,27.35,24.36,23.35,41.31,28.66,26.98,30.97,27.10,27.76,31.91,,
Calc annual,27.35,24.36,23.35,41.31,28.66,26.98,30.97,27.10,27.76,31.91,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,,
