"REIGATE WRAY LODGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4165,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.81,2.81,,,,,,,,,,
February,0.71,0.17,,,,,,,,,,
March,2.05,1.65,,,,,,,,,,
April,3.52,1.29,,,,,,,,,,
May,1.19,1.63,,,,,,,,,,
June,1.85,0.13,,,,,,,,,,
July,5.43,0.19,,,,,,,,,,
August,1.61,1.47,,,,,,,,,,
September,3.35,1.03,,,,,,,,,,
October,1.12,1.14,,,,,,,,,,
November,2.12,1.84,,,,,,,,,,
December,3.00,2.10,,,,,,,,,,
Total,29.76,15.45,,,,,,,,,,
Calc annual,29.76,15.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
