MALDON-NORTON-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ853998,Long,0.6780554,Lat,51.666417,Elevation,130,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,3.32,1.89,0.88,2.43,0.69,4.03,1.09,2.23,0.18,0.95,1.05,1.57,1.75,1.27,2.51,1.65,0.87,0.73,1.82,1.33,0.43,1.6,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,0.79,2.68,0.64,0.68,1.94,1.4,1.4,2.83,1.46,2.24,0.8,2.58,1.15,2.32,0.16,0.47,1.4,1.88,1.1,0.12,1.98,2.87,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,2.4,1.6,0.58,0.49,2.86,2.7,0.98,1.01,0.45,1.34,1.24,0.84,1.3,1.5,1.12,1.2,2.58,1.18,2.14,1.42,1.23,0.28,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,2.15,0.94,1.48,1.23,1.31,2.11,1.09,2.93,2.66,0.79,2.17,1.64,1.03,0.92,1.27,1.52,1.75,1.89,1.48,0.57,1.29,0.05,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,3.39,1.47,1,1.39,0.94,2.13,3.5,2.61,0.62,1.01,1.04,1.77,0.45,1.9,2.62,1.68,0.77,2.96,1.53,2.27,1.1,0.94,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,2.15,4.35,2.31,1.71,1.74,1.41,0.72,1.62,4.06,3.17,1.83,1.99,1.77,1.41,0.98,0.42,0.5,2.16,1.74,2.35,1.24,4.07,0.72,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,2.9,4.29,1.85,1.08,5.3,0.63,2.39,0.48,3.68,3.73,1.09,2.34,3.03,2.4,1.09,2.71,0.87,3.86,2.49,3.72,3.43,1.3,3.36,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,0.84,2.37,2.71,1.02,0.7,1.53,2.34,3.97,4.21,0.81,3.15,1.59,0.39,0.54,1.48,1.34,1.36,3.77,2.47,2.97,3.05,4.1,1.29,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,5.61,1.53,2.12,2.77,2.49,3.37,0.63,0.91,2.95,2.53,2.22,2.39,2.32,2.84,4.49,0.69,1.71,0.97,2.33,1,0.65,1.52,1.27,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,0.99,3.01,2.57,2.52,3.61,0.77,1.73,2.2,0.55,7.23,2.65,4.4,1.96,1.43,3.48,1.83,1.17,1.09,4.06,1.22,3.97,4.66,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,0.82,3.1,1.76,2.14,4.1,3.06,3.36,3.77,1.19,2.21,1.47,2.31,2.91,0.73,2.39,2.43,2.99,3.87,0.93,2.92,1.4,1.92,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,1.3,3.35,0.37,1.46,1.25,6.44,2.04,1.07,1.23,2.57,2.98,2.74,1.03,2.44,0.92,3.35,1.13,0.96,1.28,0.58,2.22,1.35,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,34.05,22.27,17.28,25.41,24.95,25.58,22.08,29.48,27.62,21.72,24.06,21.81,17.47,22.74,20.45,16.25,24.05,23.94,22.83,21.67,24.95,19.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
