"GRAVESEND (SEWAGE DISPOSAL WORKS)",,,,,,,,,,,,
Grid ref,TQ666739,Long,0.395663,Lat,51.439597,,,,,,,
Station no,408/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,0.75,2.36,,1.71,,
February,,,,,,,2.39,1.71,,1.87,,
March,,,,,,,0.83,1.19,,1.15,,
April,,,,,,,0.41,1.56,,0.66,,
May,,,,,,,0.93,1.56,,2.13,,
June,,,,,,,1.01,3.37,,1.16,,
July,,,,,,,3.07,3.44,,2.56,,
August,,,,,,,1.51,3.73,,3.62,,
September,,,,,,,2.41,5.74,,4.22,,
October,,,,,,,1.24,2.41,,5.54,,
November,,,,,,,3.24,1.55,,3.23,,
December,,,,,,,1.86,2.70,,2.11,,
Total,,,,,,,19.65,31.32,,29.96,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,19.65,31.32,0.00,29.96,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,NaN,0.00,,
