"KENDAL (ELLENGREEN)",,,,,,,,,,,,
Grid ref,SD501956,Long,-2.769265,Lat,54.353479,,,,,,,
Station no,3719,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.56,5.99,3.02,5.64,4.63,,,,,,,
February,5.59,1.31,3.86,4.03,1.79,,,,,,,
March,5.72,4.06,0.93,4.12,1.74,,,,,,,
April,3.44,4.12,3.33,2.64,3.46,,,,,,,
May,1.36,2.90,3.44,5.01,4.48,,,,,,,
June,1.05,4.50,4.23,7.50,5.59,,,,,,,
July,4.01,2.52,6.91,5.87,2.00,,,,,,,
August,5.77,7.41,7.28,7.40,2.49,,,,,,,
September,6.21,5.09,9.69,11.04,4.24,,,,,,,
October,1.10,4.42,3.05,13.90,3.47,,,,,,,
November,10.03,3.02,9.62,10.41,3.04,,,,,,,
December,12.94,6.25,4.47,9.56,8.35,,,,,,,
Total,64.78,51.59,59.83,87.12,45.28,,,,,,,
Calc annual,64.78,51.59,59.83,87.12,45.28,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
