RINGWOOD-GREY-FRIARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU149050,Long,-1.78929,Lat,50.84476,Elevation,50,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,4.31,4.82,1.28,3.28,4.66,4.87,2.74,5.15,1.31,4.38,2.65,2.43,2.65,2.48,0.67,5.53,5.83,3.34,5.81,3.21,3.8,4.22,7.53,2.53,2.08,3.49,3.37,6.37,0.9,0.9,3.79,2.47,1.07,2,3.69,5.39,3.12,4.56,,
February,,0.11,2.67,6.03,0.37,4.46,1.92,3.65,2.17,0.92,0.72,2.01,0.08,4.54,0.05,3.72,2.8,5.91,0.72,1.51,3.52,3.51,0.37,1.08,0.52,2.35,2.88,1.73,1.13,1.67,5.81,5.98,0.41,1.47,3.11,1.98,0.13,4.99,2.89,,
March,,1.32,2.45,1.79,1.46,0.87,0.59,3.91,2.65,0.18,1.08,1.02,1.39,3.33,3.01,1.14,3,3.61,0.26,1.08,3.05,3.8,3.05,0.81,0.26,1.04,1.17,7.19,1.08,1.5,1.84,4.41,3.12,0.63,4.57,0.93,1.05,2.61,2.08,,
April,,1.11,2.83,3.37,2.93,2.6,2.98,1.88,1.74,0.96,2.26,2.14,2.78,1.47,2.26,3.59,1.53,2.32,0,1.9,1.03,2.47,1.84,0.65,2,0.98,2.83,2.84,1.84,1.8,2.3,3.29,2.09,2.23,0.14,0.43,2.01,0.27,0.68,,
May,,0.99,0.41,1.4,3.89,4.1,1.94,0.9,1.39,2.05,2.29,2.62,3.22,2.07,0.82,0.94,0.62,3.02,1.48,1.58,0.81,1.54,3.8,3.35,0.43,2.04,3.94,1.56,2.31,2.15,1.67,2.79,2.8,2.35,2.03,4.07,0.47,1.97,2.58,,
June,,0.38,0.99,0.39,1.99,0,2.95,2.5,2.06,1.17,0.42,2.93,2.15,1.24,0.79,3.97,3.51,0.68,0.46,2.07,0.28,1.9,0.47,1.77,2.07,2.97,3.84,1.75,3,0.33,0.95,0.46,1.04,2.35,3.72,3.54,2.3,1.47,4.94,,
July,,0.34,3.93,0.5,4.42,2.14,1.05,2.97,1.2,1.14,1.77,4.2,2.65,1.7,0.31,0.62,4.1,1.94,2.51,4.86,2.8,2.01,1.63,2.26,2.92,1.22,1.2,0.77,0.83,0.61,4.53,1.74,0.2,3.7,3.16,1.98,1.98,4.1,1.82,,
August,,1.45,4.1,2.64,2.65,2.71,1.07,3.38,2.79,1.33,3.8,4.93,0.73,1.16,3.88,2.98,0.08,1.44,2.38,2.04,0,3.63,3.93,1.54,2.37,2.5,3.71,0.65,3.55,1.59,2.86,5.09,4.49,1.94,3.77,0.54,4.19,2.79,5.16,,
September,,0.82,1.59,2.14,3.72,3.7,0.74,5.23,1.81,0.42,3.52,1.48,3.78,2.52,2.09,3.38,3.69,2.8,1.31,2.49,1.42,0.87,2.26,2.65,2.1,2.49,4.8,1.13,2.55,2.63,3.42,4.45,4.74,2.92,2.97,1.65,4.65,3.19,4.65,,
October,,1.07,1.36,5.29,4.6,3.43,2.62,2.51,6.94,3.86,2.04,0.64,5.25,1.75,1.56,5.48,1.42,4.34,3.32,5.47,4.41,0.83,4.8,5.31,4.35,3.58,1.91,0.97,2.17,7.46,0.9,1.99,5.31,2.97,3.3,4.72,2.35,2.91,3.8,,
November,,2.08,1.98,1.7,3.25,2.99,10.1,3.39,3,8.84,6.1,4.48,2.17,1,2.46,7.56,3.3,1.42,5.29,5.84,8.08,2.31,1.63,2.22,7.22,0.44,6.33,1.65,1.74,4.91,6.52,11.25,4.42,1.81,6.09,3.39,0.89,2.5,2.72,,
December,,1.32,4.27,3.18,5.62,3.35,0.48,4.01,2.28,7.27,3.83,0.86,1.24,1.01,8.84,4.73,3.68,5.14,4.17,1.89,2.64,2.22,4.66,2.68,3.05,4.95,4.38,2.75,6.09,1.62,2.43,3.14,3.05,0.72,3.36,5.95,6.54,3.22,4.06,,
Total,,15.3,31.4,29.71,38.18,35.01,31.31,37.07,33.18,29.45,32.21,29.96,27.87,24.44,28.55,38.78,33.26,38.45,25.24,36.54,31.25,28.89,32.66,31.85,29.82,26.64,40.48,26.36,32.66,27.17,34.13,48.38,34.14,24.16,38.22,32.87,31.95,33.14,39.94,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938 Dec partly adjusted for snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
