"RINGWOOD (GREY FRIARS)",,,,,,,,,,,,
Grid ref,SU150048,Long,-1.788327,Lat,50.842533,,,,,,,
Station no,625,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.79,2.47,1.07,2.00,3.69,5.39,3.12,4.56,,,,
February,5.98,0.41,1.47,3.11,1.98,0.13,4.99,2.89,,,,
March,4.41,3.12,0.63,4.57,0.93,1.05,2.61,2.08,,,,
April,3.29,2.09,2.23,0.14,0.43,2.01,0.27,0.68,,,,
May,2.79,2.80,2.35,2.03,4.07,0.47,1.97,2.58,,,,
June,0.46,1.04,2.35,3.72,3.54,2.30,1.47,4.94,,,,
July,1.74,0.20,3.70,3.16,1.98,1.98,4.10,1.82,,,,
August,5.09,4.49,1.94,3.77,0.54,4.19,2.79,5.16,,,,
September,4.45,4.74,2.92,2.97,1.65,4.65,3.19,4.65,,,,
October,1.99,5.31,2.97,3.30,4.72,2.35,2.91,3.80,,,,
November,11.25,4.42,1.81,6.09,3.39,0.89,2.50,2.72,,,,
December,3.14,3.05,0.72,3.36,5.95,6.54,3.22,4.06,,,,
Total,48.38,34.14,24.16,38.22,32.87,31.95,33.14,39.94,,,,
Calc annual,48.38,34.14,24.16,38.22,32.87,31.95,33.14,39.94,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,,
